Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Immune system signaling by interferons, interleukins, prolactin, and growth hormones	22/280	1.616628327204946E-5	8.223059178868727E-4	0	0	3.0172201722017222	33.28773126733092	LYN;UBA7;IL1R1;INPPL1;PTPN11;TYK2;IL2RG;ICAM1;ISG20;ADAM17;IFNG;INPP5D;RAPGEF1;PTK2B;GRB2;FLNB;IRF5;FYN;EIF4E2;B2M;JAK3;CD44
T cell activation co-stimulatory signal	6/21	1.851499066434318E-5	8.223059178868727E-4	0	0	13.921863799283154	151.70557317169465	CD80;CD3G;PTPN11;GRB2;CD3E;ICOS
CTL mediated immune response against target cells	5/13	1.868877086106529E-5	8.223059178868727E-4	0	0	21.721824686940966	236.4982713522218	CD3G;CD3E;ITGAL;B2M;ICAM1
Lck and Fyn tyrosine kinases in initiation of T cell receptor activation	5/13	1.868877086106529E-5	8.223059178868727E-4	0	0	21.721824686940966	236.4982713522218	ZAP70;CD4;CD3G;FYN;CD3E
PD-1 signaling	7/31	1.9938270765182185E-5	8.374073721376517E-4	0	0	10.164871334530222	110.01307613203765	ZAP70;CD4;CD3G;PTPN11;PDCD1LG2;PDCD1;CD3E
Adaptive immune system	36/606	2.345810843320225E-5	9.261280106264838E-4	0	0	2.2566985645933015	24.05707095199965	ARF1;UBA7;CD80;CLTC;DCTN3;ITPR1;CLTA;RNF19B;CD3G;ITGAL;CD3E;ICAM1;RAP1B;SEC61A1;PSMD4;PPP2R1A;INPP5D;FYN;KLRC1;ICOS;B2M;CTSB;LYN;PTPN11;PDCD1LG2;ZAP70;CD4;MDM2;LCP2;GRB2;PDCD1;CALR;PIK3AP1;SEC24D;ASB2;HCST
CXCR4 signaling pathway	13/116	2.405527300328529E-5	9.261280106264838E-4	0	0	4.428470741634803	47.09747865671858	LYN;PXN;ITGA1;CD3G;PTPN11;CD3E;RHOC;MMP9;RAP1B;CD4;GNG2;PTK2B;FYN
Signaling events mediated by VEGFR1 and VEGFR2	10/70	2.545945096890486E-5	9.409813078107237E-4	0	0	5.829121540312876	61.662916458508555	MAP2K3;ARF1;MAPKAPK2;PXN;NCK2;PTK2B;FYN;PTPN11;GRB2;IQGAP1
Chemokine signaling pathway	17/189	2.6916939744688175E-5	9.565866278496875E-4	0	0	3.480804387568556	36.62765086575044	CCR1;LYN;PXN;CXCR6;RAP1B;PREX1;GNG2;CCL5;CCL4;CCL3;CCR8;PTK2B;GRB2;CCL1;CCR5;JAK3;CCR2
TNF-alpha effects on cytokine activity, cell motility, and apoptosis	14/135	2.8571611445923944E-5	9.777840361493973E-4	0	0	4.063260706235913	42.51429066137071	CCR1;NOTCH1;CSF1;FNBP1;ITPR1;MMP9;WISP1;ICAM1;CCL5;CCL4;LCP2;OPTN;CD44;IL18R1
Interleukin-3 signaling pathway	8/45	3.268560572232452E-5	0.001037884548679156	0	0	7.543846004277659	77.91718504448639	LYN;TGFB1;INPP5D;RAPGEF1;FYN;PTPN11;GRB2;BCL2L1
Th1/Th2 differentiation pathway	6/23	3.282744529617482E-5	0.001037884548679156	0	0	12.282732447817837	126.80994699066257	IL10;IFNG;GATA3;IL12RB1;IL18R1;IL12RB2
Natural killer cell-mediated cytotoxicity	14/137	3.3697550281790776E-5	0.001037884548679156	0	0	3.9967775314116776	41.15915640396226	KLRC2;NFATC1;PTPN11;ITGAL;ICAM1;ZAP70;IFNG;CASP3;PTK2B;GRB2;LCP2;FYN;KLRC1;HCST
Signaling by interleukins	12/109	5.8643918829944774E-5	0.001697347276743946	0	0	4.334155087404751	42.232122780944074	LYN;IL1R1;INPP5D;INPPL1;RAPGEF1;PTK2B;GRB2;FYN;PTPN11;TYK2;IL2RG;JAK3
Endocytosis	17/201	5.878258967078601E-5	0.001697347276743946	0	0	3.251768539861696	31.677639255640404	TGFB1;CAV2;CLTC;F2R;CLTA;HSPA2;IL2RG;RAB11A;EHD1;EEA1;ACAP3;EHD4;MDM2;CHMP4B;CCR5;RAB11FIP4;ARF6
Interleukin-23-mediated signaling events	7/37	6.742072467741094E-5	0.001887780290967506	0	0	8.129383602633153	78.07913712473697	CD4;IL18RAP;IFNG;TYK2;CD3E;IL12RB1;IL18R1
HIV-induced T cell apoptosis	4/9	7.042638728870574E-5	0.0019139406427871794	0	0	27.75857142857143	265.398106576108	CD4;CD3G;CCR5;CD3E
PDGFB signaling pathway	13/129	7.378939802059436E-5	0.0019253492497867358	0	0	3.9295325114212405	37.386733470616555	LYN;ACTR3;KSR1;SLA;PTPN11;IQGAP1;RAP1B;CTTN;PPP2R1A;NCK2;RAPGEF1;GRB2;FYN
Protein processing in the endoplasmic reticulum	15/166	7.501360713454814E-5	0.0019253492497867358	0	0	3.4894872073245757	33.14259477984415	RRBP1;HSPA2;PDIA6;SEC61A1;OS9;DAD1;DNAJB11;BAG1;SSR1;BAX;HYOU1;CALR;SEC24D;ATF6;SEC23B
Signaling of hepatocyte growth factor receptor	7/38	8.065315979376603E-5	0.0020141491797145894	0	0	7.866740024323855	74.14679834565594	RAP1B;PXN;ITGA1;RAPGEF1;PTK2B;PTPN11;GRB2
Proteins and DNA sequences in cardicac structures	6/27	8.745365375501344E-5	0.0021265046334113793	0	0	9.941116231438812	92.89378218321265	NOTCH1;TGFB1;ATP2A2;NFATC1;PTPN11;RUNX2
Semaphorin interactions	9/66	9.359989760229102E-5	0.002217597573961972	0	0	5.513229018492177	51.143365718849665	SEMA7A;PLXND1;SEMA6D;ITGA1;MYH9;CRMP1;FYN;RHOC;MYL12B
T cell receptor signaling in naive CD4+ T cells	9/67	1.0546028213402371E-4	0.002436132517295948	0	0	5.417893755824791	49.61260747646088	ZAP70;CD4;CD80;CD3G;LCP2;FYN;PTPN11;GRB2;CD3E
Senescence and autophagy	11/99	1.0887184546055998E-4	0.002453599639159937	0	0	4.3734177215189876	39.90891972242103	MAP2K3;GABARAPL1;TGFB1;IFNG;CDKN2A;MDM2;CCL3;IRF5;SLC39A4;GABARAP;CD44
CD8/T cell receptor downstream pathway	9/68	1.1855385725058823E-4	0.002608184859512941	0	0	5.325790196976637	48.14590608214564	IFNG;TNFRSF18;TNFRSF9;CD3G;NFATC1;CD3E;IL2RG;B2M;TNFRSF4
Binding of chemokines to chemokine receptors	8/54	1.263038360535928E-4	0.0027140638258958084	0	0	6.065060994682515	54.44496178755823	CCR1;CCL5;CCL4;CCL3;CCR8;CXCR6;CCR5;CCR2
T cell receptor signaling in naive CD8+ T cells	8/55	1.4419987078007656E-4	0.002947346467841406	0	0	5.9357110056635545	52.49726956514208	ZAP70;CD80;CD3G;LCP2;FYN;GRB2;CD3E;B2M
Cell cycle progression regulation by PLK3	5/19	1.4672936961115224E-4	0.002947346467841406	0	0	12.408637873754152	109.5300623950252	PLK3;CASP7;APAF1;CASP3;BAX
Inhibition of T cell receptor signaling by activated Csk	5/19	1.4672936961115224E-4	0.002947346467841406	0	0	12.408637873754152	109.5300623950252	ZAP70;CD4;PRKAR1A;CD3G;CD3E
T cell receptor signaling pathway	13/139	1.5801435101787026E-4	0.0030787355807940842	0	0	3.6157923544493418	31.648396629498766	IL10;NFATC1;CD3G;CD3E;ZAP70;CD4;IFNG;NCK2;GRB2;LCP2;FYN;PDCD1;ICOS
TGF-beta regulation of extracellular matrix	32/565	1.59958379850683E-4	0.0030787355807940842	0	0	2.1332505748423594	18.64588336672837	CSF1;HPN;FGL2;NEDD9;LAMC1;HSPA13;NID2;WISP1;LGALS3;NCK2;SSR1;FYN;FAM3C;ICOS;S100A11;S100A10;CCR2;ACTR3;CDKN2B;TGFB1;CDKN2A;IL1R1;TXNRD1;F2R;PTPN11;PTPN13;TNFSF4;CPD;ID2;MYH9;PLIN2;BCL2L1
Inflammatory response pathway	6/30	1.6326628079968628E-4	0.0030787355807940842	0	0	8.697132616487455	75.84011021869183	ZAP70;IFNG;CD80;LAMC1;IL2RG;TNFRSF1B
Notch receptor processing	4/11	1.7632008101291024E-4	0.0031945049971750794	0	0	19.82551020408163	171.35603957630065	NCSTN;NOTCH1;PSEN2;PSEN1
Regulated proteolysis of p75 neurotrophin receptor	4/11	1.7632008101291024E-4	0.0031945049971750794	0	0	19.82551020408163	171.35603957630065	ADAM17;NCSTN;PSEN2;PSEN1
Apoptotic signaling in response to DNA damage	5/20	1.9112385649768996E-4	0.0033961239116127987	0	0	11.580799045915326	99.16162109432103	CASP7;APAF1;CASP3;BAX;BCL2L1
Signal transduction	49/1020	2.0005757383975407E-4	0.003487796192979863	0	0	1.8093347864777578	15.409933147579823	GPR68;CLTC;GDI2;CLTA;ATP2A2;LAMC1;ITGAL;ICAM1;CYSLTR2;CASP3;NCK2;CCR8;CCR5;CCR2;ANXA1;F2R;ITGA1;IL17RD;MMP9;ADAM17;MAPKAPK3;ADORA2A;MAPKAPK2;ARHGEF6;ATP6V1A;NOTCH1;ITPR1;CXCR6;HIF1A;INPP5B;ABR;NCSTN;GNA15;GNG2;CHN2;CCL5;CCL4;CCL3;FYN;LYN;CCR1;CDKN2B;GPR55;MYO9B;MDM2;GRB2;NMUR1;GRAP;F2RL2
RANKL regulation of apoptosis and immune response	9/74	2.2897442657080118E-4	0.003918006854655931	0	0	4.832681912681912	40.50705765963417	CD80;CCL5;CCL3;NFATC1;ITGAL;OAZ1;CD44;ICAM1;CCR2
Mitochondrial role in apoptotic signaling	5/21	2.450644768556061E-4	0.004117083211174182	0	0	10.856440071556351	90.26032562699913	CASP7;APAF1;CASP3;BAX;BCL2L1
Platelet endothelial cell adhesion molecule 1 (PECAM1) interactions	4/12	2.585938499058289E-4	0.0042667985234461775	0	0	17.34642857142857	143.28586911740348	LYN;INPP5D;FYN;PTPN11
Clathrin derived vesicle budding	8/61	3.0082379428318873E-4	0.0047924342399597655	0	0	5.26211483643274	42.67041483222877	BLOC1S4;ARF1;SNX2;CPD;CLTC;HIP1R;M6PR;CLTA
FGF signaling pathway	8/61	3.0082379428318873E-4	0.0047924342399597655	0	0	5.26211483643274	42.67041483222877	CTTN;PTK2B;PTPN11;GRB2;PSEN1;IL17RD;MMP9;RUNX2
CTLA4 inhibitory signaling	5/22	3.0983277694246323E-4	0.004852296371098915	0	0	10.217299800063138	82.55044727068605	LYN;PPP2R1A;CD80;PTPN11;FYN
Hypoxia and p53 in the cardiovascular system	5/23	3.8677915405804363E-4	0.0059024540419837235	0	0	9.649175114291394	75.8199053818074	FHL2;MDM2;BAX;HIF1A;HIC1
MEF2D role in T cell apoptosis	6/35	3.9605211104219793E-4	0.0059024540419837235	0	0	7.1957730812013345	56.371432752231385	ZAP70;CD4;CD3G;FYN;NFATC1;CD3E
Primary immunodeficiency	6/35	3.9605211104219793E-4	0.0059024540419837235	0	0	7.1957730812013345	56.371432752231385	ZAP70;CD4;CD3E;IL2RG;ICOS;JAK3
Apoptosis modulation and signaling	9/80	4.138400354355814E-4	0.0059700813625847724	0	0	4.422915873620099	34.45465197218954	CASP7;APAF1;IL1R1;CDKN2A;CASP3;BAX;TNFRSF1B;PTPN13;BCL2L1
Proteolysis and signaling pathway of Notch	3/6	4.186480548318847E-4	0.0059700813625847724	0	0	34.63992869875223	269.4459910470654	ADAM17;NOTCH1;PSEN1
MAPK cascade role in angiogenesis	8/64	4.199732560259851E-4	0.0059700813625847724	0	0	4.979445015416238	38.71677605124742	PLXND1;PXN;TIMP2;PTK2B;PTPN11;GRB2;IQGAP1;MMP9
Integrin signaling pathway	13/155	4.605882449713768E-4	0.006448235429599275	0	0	3.2057207126607192	24.629571764702995	MAP2K3;CDKN2A;TNK2;PXN;NEDD9;RHOC;MYL12A;MYL12B;RAP1B;RAPGEF1;GRB2;FYN;ARHGEF6
Ras-independent pathway in NK cell-mediated cytotoxicity	5/24	4.773184754022713E-4	0.006582720466741771	0	0	9.140853027021938	69.90308874289575	CD2;KLRC2;PTK2B;KLRC1;B2M
Apoptosis	17/242	5.39540330767551E-4	0.007291057755646527	0	0	2.6535608368880763	19.967496064184953	DSP;APAF1;IL1R1;CDKN2A;DAPK2;ENDOD1;TNFRSF1B;H1F0;CASP7;PSMD4;PRKAR1A;CASP3;MDM2;BAX;IRF5;TJP2;BCL2L1
T cell signal transduction	9/83	5.444621051294484E-4	0.007291057755646527	0	0	4.242951059167275	31.888799097663394	MAP2K3;ZAP70;PRKCH;NCK2;CD3G;LCP2;NFATC1;GRB2;CD3E
TNF-alpha signaling pathway	10/101	5.659302864039315E-4	0.007470279780531895	0	0	3.837227754195263	28.691104088160582	MAP2K3;ADAM17;CASP7;APAF1;KSR1;CASP3;BAX;GRB2;TNFRSF1B;BCL2L1
p53 signaling pathway	12/139	5.819936967628637E-4	0.007574115152237832	0	0	3.3052036973639165	24.620630710709538	PLK3;CD82;APAF1;VDR;PERP;MDM2;BAX;IRF5;ARID3A;PRDM1;HIC1;BCL2L1
Interleukin-17 signaling pathway	4/15	6.666178819806147E-4	0.008437738670549151	0	0	12.613636363636363	92.24722567209787	CD2;CD4;CD3G;CD3E
Stress induction of HSP regulation	4/15	6.666178819806147E-4	0.008437738670549151	0	0	12.613636363636363	92.24722567209787	APAF1;MAPKAPK3;CASP3;MAPKAPK2
Chagas disease	10/104	7.132598058064971E-4	0.00868429953191115	0	0	3.7141869575236193	26.91175377266543	IL10;GNA15;TGFB1;IFNG;PPP2R1A;CCL5;CCL3;CD3G;CALR;CD3E
Interleukin-4 signaling pathway	10/104	7.132598058064971E-4	0.00868429953191115	0	0	3.7141869575236193	26.91175377266543	IL10;NFIL3;INPP5D;GRB2;PTPN11;GATA3;TYK2;IL2RG;JAK3;BCL2L1
Apoptotic factor-mediated response	3/7	7.172863963982615E-4	0.00868429953191115	0	0	25.97860962566845	188.08605229404267	CASP7;APAF1;CASP3
FAS pathway and stress induction of heat shock protein regulation	6/39	7.236916276592625E-4	0.00868429953191115	0	0	6.322254806125774	45.71714239940255	CASP7;APAF1;MAPKAPK3;CASP3;MAPKAPK2;PTPN13
AP-1 transcription factor network	8/70	7.729858752180302E-4	0.009090991961936594	0	0	4.496170805291251	32.21618688345606	IL10;TGFB1;IFNG;CDKN2A;BAG1;NFATC1;MMP9;HIF1A
p75 neurotrophin receptor-mediated signaling	11/124	7.772601352737998E-4	0.009090991961936594	0	0	3.4014466546112114	24.35345825959661	PREX1;ABR;ADAM17;NCSTN;PRDM4;APAF1;CASP3;PSEN2;PSEN1;RHOC;ARHGEF6
Interleukin-5 regulation of apoptosis	12/144	7.974323323372624E-4	0.00921034343849538	0	0	3.179183135704875	22.680653571054076	CCR1;NFIL3;ID2;EBI3;ITPR1;CCL3;LCP2;CCL1;HSPA2;HIF1A;CD44;ICAM1
Mitochondrial pathway of apoptosis: multidomain Bcl-2 family	8/71	8.500312567590182E-4	0.009628647502132357	0	0	4.424574626013475	31.282793161421115	UBL5;PRKCH;DAPK2;ITPR1;BAX;TMBIM6;HSPA2;BCL2L1
Hemostasis pathway	26/468	8.544903627433478E-4	0.009628647502132357	0	0	2.076754865514979	14.67228420167754	PLEK;ITPR1;ATP2A2;GATA3;ITGAL;RAP1B;GNA15;GNG2;PPP2R1A;INPP5D;FYN;LYN;SRGN;PRKCH;TGFB1;ITPK1;F2R;ATP2B4;PTPN11;EHD1;CD2;PRKAR1A;LCP2;GRB2;ZFPM1;F2RL2
Other semaphorin interactions	4/16	8.691171876300407E-4	0.009675473269519971	0	0	11.561904761904762	81.48868154543692	SEMA7A;PLXND1;SEMA6D;ITGA1
Insulin signaling pathway	18/277	9.333522227711341E-4	0.010266874450482476	0	0	2.4409605838177266	17.02991783718983	MAP2K3;ARF1;PRKCH;MINK1;INPPL1;PTPN11;RHOC;EHD1;PPP1CC;PRKAR1A;INPP5D;MKNK2;RAPGEF1;NCK2;GRB2;EIF4E2;F2RL2;ARF6
Thromboxane A2 receptor signaling	7/56	9.571348495527252E-4	0.010404618835137859	0	0	4.972300589894845	34.56527705414699	LYN;GNA15;PRKCH;GNG2;FYN;RAB11A;ICAM1
Focal adhesion	16/233	9.900957345717908E-4	0.010637772776096914	0	0	2.585892562817451	17.888452042593737	MAP2K3;PPP1R12A;CAV2;TNK2;PXN;ITGA1;LAMC1;ITGAL;MYL12A;MYL12B;RAP1B;PPP1CC;RAPGEF1;GRB2;FLNB;FYN
Interleukin receptor SHC signaling	5/28	0.0010056952216279203	0.01068117683659998	0	0	7.549583884265381	52.10780335178805	INPP5D;INPPL1;GRB2;IL2RG;JAK3
Syndecan 3 pathway	4/17	0.001111363420159472	0.011665755000824507	0	0	10.671978021978022	72.59258431316434	NCSTN;CTTN;FYN;PSEN1
Support of platelet aggregation by Eph kinases and ephrins	3/8	0.0011236495617677285	0.011665755000824507	0	0	20.78181818181818	141.1329298821692	LYN;RAP1B;FYN
HIV-1 Nef as negative effector of Fas and TNF	7/58	0.0011823025122234656	0.012138305792160914	0	0	4.776815573626219	32.19712921803611	CASP7;APAF1;CASP3;PSEN2;MDM2;PSEN1;TNFRSF1B
Membrane trafficking	11/133	0.0013830700701310927	0.013734931112474796	0	0	3.1490528562535203	20.731630648059888	BLOC1S4;GJB2;ARF1;SNX2;CPD;CLTC;M6PR;HIP1R;CHMP4B;CLTA;SEC24D
Apoptosis intrinsic pathway	5/30	0.0013921625376306548	0.013734931112474796	0	0	6.944901610017889	45.675902274947305	CASP7;APAF1;CASP3;BAX;BCL2L1
Interleukin-2/STAT5 pathway	5/30	0.0013921625376306548	0.013734931112474796	0	0	6.944901610017889	45.675902274947305	PTPN11;GRB2;IL2RG;JAK3;BCL2L1
CBL signaling regulation	4/18	0.0013972765417452713	0.013734931112474796	0	0	9.909183673469387	65.13534601688127	LYN;RAPGEF1;FYN;GRB2
Ephrin receptor B forward pathway	7/60	0.001446988402202977	0.013927263371203653	0	0	4.596084143491074	30.050442963120027	RAP1B;LYN;PXN;NCK2;FYN;GRB2;PTPN13
RAGE pathway	7/60	0.001446988402202977	0.013927263371203653	0	0	4.596084143491074	30.050442963120027	TGFB1;CASP3;ID2;TNFSF11;MMP9;RUNX2;ICAM1
Interleukin-4 regulation of apoptosis	17/267	0.0015928950193012188	0.015068264720758489	0	0	2.3850968921389395	15.365276330027017	IL10;ANXA1;VDR;FGL2;HPCAL1;RNF19B;NKG7;GATA3;ELL2;LITAF;CYSLTR2;ATXN1;NFIL3;COBLL1;CASP3;TIMP2;CHST2
Disease	33/674	0.0015981492885652942	0.015068264720758489	0	0	1.8222322113223512	11.733187410848949	ATP6V1A;ARF1;SRPR;CLTC;PXN;ITPR1;CLTA;TCIRG1;STX11;PSMD4;PPP2R1A;SSR1;FYN;LRRFIP1;CCR5;B2M;SEC11C;TGFB1;H2AFZ;PTPN11;GTF2F1;IL17RD;PDIA6;ADAM17;CD4;PRKAR1A;DNAJB11;MDM2;HYOU1;GRB2;CALR;ATF6;CD44
Activated NOTCH1 signaling in the nucleus	5/31	0.0016218745105132366	0.015137495431456876	0	0	6.677445988716114	42.897066182450764	NCSTN;ADAM17;NOTCH1;PSEN2;PSEN1
West Nile virus infection	3/9	0.0016502641912122388	0.015143823831090223	0	0	17.31729055258467	110.94876151858476	CASP7;APAF1;CASP3
NGF signaling via TRKA from the plasma membrane	11/136	0.0016553313927923298	0.015143823831090223	0	0	3.072998191681736	19.67872462441698	MAPKAPK3;ADORA2A;PPP2R1A;PRKAR1A;MAPKAPK2;CLTC;ITPR1;MDM2;RAPGEF1;CLTA;GRB2
TSH regulation of gene expression	9/97	0.00167367655396221	0.015161540547657665	0	0	3.5653562653562654	22.7923690251087	NOTCH1;TG;CSF1;THEMIS2;TNK2;ATP2A2;S100A4;STX11;ICAM1
Tob role in T-cell activation	4/19	0.0017307573303109577	0.01552640556511966	0	0	9.248095238095239	58.81045212379225	TGFB1;IFNG;CD3G;CD3E
Delta Np63 pathway	6/47	0.001969545178951399	0.01733199757477231	0	0	5.08654602675059	31.688940830116813	NOTCH1;CDKN2A;VDR;AXL;PERP;MDM2
Regulation of NFAT transcription factors	6/47	0.001969545178951399	0.01733199757477231	0	0	5.08654602675059	31.688940830116813	IFNG;RNF128;CASP3;TBX21;NFATC1;GATA3
Antigen processing and presentation	8/81	0.0020117940181946024	0.017536770498224646	0	0	3.8164974869419535	23.695596368635144	CD4;IFNG;KLRC2;KLRC1;HSPA2;CALR;B2M;CTSB
Integrin-mediated cell adhesion	9/100	0.002068624846615793	0.017611501426006062	0	0	3.4472824472824475	21.307208857942403	MAP2K3;RAP1B;CAV2;PXN;ITGA1;RAPGEF1;GRB2;FYN;ITGAL
Platelet activation, signaling and aggregation	14/205	0.0021083981417584106	0.017611501426006062	0	0	2.564778676820562	15.803721972372395	LYN;SRGN;PRKCH;TGFB1;F2R;PLEK;ITPR1;RAP1B;GNA15;GNG2;GRB2;LCP2;FYN;F2RL2
4-1BB-dependent immune response	4/20	0.002115667379098131	0.017611501426006062	0	0	8.669642857142858	53.390998271768915	MAP2K3;IFNG;TNFRSF9;TNFSF9
GATA3-mediated activation of Th2 cytokine expression	4/20	0.002115667379098131	0.017611501426006062	0	0	8.669642857142858	53.390998271768915	MAP2K3;PRKAR1A;NFATC1;GATA3
Golgi-associated vesicle biogenesis	4/20	0.002115667379098131	0.017611501426006062	0	0	8.669642857142858	53.390998271768915	BLOC1S4;ARF1;CLTC;CLTA
