Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Bile Acid Metabolism	2/112	0.7268146066232906	0.9902026133380121	0	0	0.7800521774031708	0.24890204845011887	GNPAT;ACSL5
Oxidative Phosphorylation	3/200	0.8365508316803943	0.9902026133380121	0	0	0.6518575086474103	0.11633570148585137	CS;NDUFS2;ACAT1
heme Metabolism	3/200	0.8365508316803943	0.9902026133380121	0	0	0.6518575086474103	0.11633570148585137	MINPP1;HMBS;RAD23A
Fatty Acid Metabolism	2/158	0.8776980930750884	0.9902026133380121	0	0	0.5487349295296315	0.07158389937916708	ACSL5;KMT5A
Protein Secretion	1/96	0.8907960963233079	0.9902026133380121	0	0	0.45096220728031533	0.05214914600645031	ANP32E
Interferon Alpha Response	1/97	0.8932924253850838	0.9902026133380121	0	0	0.44624174008810574	0.050354492565087255	IFI30
IL-2/STAT5 Signaling	2/199	0.9430528092931018	0.9902026133380121	0	0	0.43361235306641566	0.025423991599400664	CCNE1;CDC6
Adipogenesis	2/200	0.9441285811965121	0.9902026133380121	0	0	0.4314000936517493	0.024802448146391137	CS;CDKN2C
Interferon Gamma Response	2/200	0.9441285811965121	0.9902026133380121	0	0	0.4314000936517493	0.024802448146391137	NUP93;IFI30
Allograft Rejection	2/200	0.9441285811965121	0.9902026133380121	0	0	0.4314000936517493	0.024802448146391137	BRCA1;NME1
Estrogen Response Early	1/200	0.9902026133380121	0.9902026133380121	0	0	0.2141323356872468	0.0021082820642660234	MYBL1
Myogenesis	1/200	0.9902026133380121	0.9902026133380121	0	0	0.2141323356872468	0.0021082820642660234	SMTN
Apical Junction	1/200	0.9902026133380121	0.9902026133380121	0	0	0.2141323356872468	0.0021082820642660234	TUBG1
Epithelial Mesenchymal Transition	1/200	0.9902026133380121	0.9902026133380121	0	0	0.2141323356872468	0.0021082820642660234	MCM7
Xenobiotic Metabolism	1/200	0.9902026133380121	0.9902026133380121	0	0	0.2141323356872468	0.0021082820642660234	GSR
KRAS Signaling Dn	1/200	0.9902026133380121	0.9902026133380121	0	0	0.2141323356872468	0.0021082820642660234	BARD1
