Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
G2/M checkpoints	24/43	1.0844447553046496E-28	5.0574559951935015E-27	0	0	57.22603492489925	3684.8596120990037	RFC5;RFC4;MCM7;MCM8;RFC2;RPA2;MCM10;CDC7;CDC6;CDC25C;CCNB2;CCNB1;WEE1;CDC45;CHEK2;CHEK1;CDK2;CDK1;MCM3;MCM4;MCM5;CLSPN;MCM6;MCM2
Polo-like kinase 1 (PLK1) pathway	23/46	4.74425167361995E-26	2.0281675904725286E-24	0	0	45.18981481481482	2635.0306965526333	ERCC6L;BORA;PLK1;BUB1B;CDC25C;TUBG1;NDC80;AURKA;CDC20;CENPE;TPX2;CCNB1;FZR1;WEE1;INCENP;PRC1;CDK1;CLSPN;FBXO5;KIF20A;ECT2;BUB1;SPC24
Deposition of new CENP-A-containing nucleosomes at the centromere	22/45	1.094473909074486E-24	4.3189624258093174E-23	0	0	43.12521337483683	2379.2942859132468	HIST1H2BN;HIST1H2BM;HIST1H2BJ;HIST1H2BL;HIST1H2BK;H2AFX;HIST1H2AJ;HJURP;HIST2H2AC;HIST1H4A;CENPH;MIS18BP1;CENPI;OIP5;CENPN;HIST1H2BH;RBBP7;CENPP;HIST1H2BB;HIST1H2AC;HIST1H2AB;HIST1H2BC
Activation of the pre-replicative complex	18/30	1.283491963332997E-22	4.703081265641625E-21	0	0	67.04691075514874	3379.6529121933104	PRIM2;MCM7;MCM8;PRIM1;RPA2;MCM10;CDC7;CDC6;POLA1;POLA2;CDC45;CDK2;MCM3;MCM4;MCM5;MCM6;POLE;MCM2
G1 to S cell cycle control	23/67	1.9706923994597565E-21	6.739768006152368E-20	0	0	23.5965382996633	1124.9862475156417	PRIM2;PCNA;CDKN2C;MCM7;PRIM1;RPA2;CCNB1;POLA2;WEE1;RBL1;TFDP1;CDC45;CCNE2;CCNE1;CDK2;MCM3;E2F1;CDK1;MCM4;MCM5;MCM6;POLE;MCM2
Meiotic recombination	21/54	5.1661559048683076E-21	1.656398736998401E-19	0	0	28.609970674486803	1336.433472800115	HIST1H2BN;HIST1H2BM;HIST1H2BJ;HIST1H2BL;H2AFX;HIST1H2AJ;HIST1H2BK;RPA2;BRCA1;BRCA2;HIST2H2AC;HIST1H4A;RAD50;HIST1H3A;RAD51;CDK2;HIST1H2BH;HIST1H2BB;HIST1H2AC;HIST1H2AB;HIST1H2BC
DNA replication pre-Initiation	25/88	7.027977366832391E-21	2.1207955230500098E-19	0	0	17.978959025470655	834.3025905076777	PRIM2;MCM7;MCM8;PSMD13;PRIM1;GMNN;MCM10;FZR1;PSMD7;CDC45;PSMD2;E2F1;POLE;RPA2;CDC7;CDC6;CCNA2;POLA1;POLA2;CDK2;MCM3;MCM4;MCM5;MCM6;MCM2
E2F-mediated regulation of DNA replication	17/33	7.269226890010376E-20	2.071729663652957E-18	0	0	47.373430365296805	2087.6547888002306	PRIM2;PCNA;RRM2;MCM8;PRIM1;CDC6;TYMS;DHFR;POLA1;CCNB1;POLA2;CDC45;TFDP1;CCNE1;E2F1;CDK1;FBXO5
E2F transcription factor network	22/74	5.286165262772495E-19	1.4272646209485734E-17	0	0	19.046278202167347	801.544023008317	RANBP1;RRM1;CBX5;CDKN2C;RRM2;BRCA1;CDC6;TYMS;CCNA2;POLA1;RBL1;TFDP1;CCNE2;CCNE1;CDK2;MCM3;E2F1;CDK1;MYBL2;TK1;TOPBP1;E2F7
Meiosis	22/83	8.298014522998053E-18	2.1284407251490006E-16	0	0	16.228675273539544	638.282162796809	HIST1H2BN;HIST1H2BM;HIST1H2BJ;HIST1H2BL;H2AFX;HIST1H2AJ;HIST1H2BK;RPA2;BRCA1;BRCA2;SMC1A;HIST2H2AC;HIST1H4A;RAD50;HIST1H3A;RAD51;CDK2;HIST1H2BH;HIST1H2BB;HIST1H2AC;HIST1H2AB;HIST1H2BC
Mitotic prometaphase	17/43	2.129297906750336E-17	5.20157060077582E-16	0	0	29.137952230417984	1118.5522055301033	ERCC6L;NDE1;PLK1;RANGAP1;SMC1A;CKAP5;SKA1;SKA2;CDC20;CENPE;CENPF;KIF18A;XPO1;INCENP;KIF2C;SPDL1;BUB1
RNA polymerase I promoter opening	15/31	3.876301023991554E-17	9.038829205943941E-16	0	0	41.61008522727273	1572.4062247260354	HIST1H2BN;HIST1H2BM;HIST1H2BJ;HIST1H2BL;HIST1H2BK;H2AFX;HIST1H2AJ;HIST2H2AC;HIST1H4A;HIST1H3A;HIST1H2BH;HIST1H2BB;HIST1H2AC;HIST1H2AB;HIST1H2BC
Aurora B signaling	16/39	9.2471937199034E-17	1.985962484543551E-15	0	0	30.935129246310787	1142.1134161739246	CBX5;CDCA8;NCAPG;AURKB;NCAPH;NDC80;AURKA;SMC2;RACGAP1;INCENP;STMN1;BIRC5;KIF2C;NCAPD2;KIF20A;BUB1
G1/S-specific transcription	12/17	9.291052559268073E-17	1.985962484543551E-15	0	0	105.86004514672686	3907.812423154044	DHFR;POLA1;PCNA;RRM2;CDC45;TFDP1;CCNE1;CDK1;E2F1;CDC6;FBXO5;TYMS
Extension of telomeres	14/28	2.4465610181221493E-16	5.0203432091866505E-15	0	0	44.28798185941043	1592.0058282845662	RFC5;PRIM2;FEN1;PCNA;RFC4;LIG1;RFC2;PRIM1;RPA2;POLA1;POLA2;POLD1;DNA2;POLE
Unwinding of DNA	10/11	3.62901364102894E-16	7.160323068645562E-15	0	0	439.19101123595505	15614.294771725043	GINS1;GINS2;CDC45;MCM7;MCM8;MCM3;MCM4;MCM5;MCM6;MCM2
MicroRNA regulation of DNA damage response	19/70	9.10782729414351E-16	1.7304871858872667E-14	0	0	16.657042633567187	576.8704866627827	MCM7;H2AFX;RPA2;BRCA1;CDC25C;SMC1A;PIDD1;CCNB2;CCNB1;RAD50;RAD51;CCNE2;CCNE1;FANCD2;CHEK2;CHEK1;CDK2;E2F1;CDK1
G0 and early G1 pathway	13/25	1.496241203669511E-15	2.7413276338659255E-14	0	0	47.875	1634.2523966688714	TOP2A;PCNA;LIN9;CDC6;CCNA2;RBL1;TFDP1;CCNE2;CCNE1;CDK2;E2F1;CDK1;MYBL2
DNA repair	22/105	1.8454451662448763E-15	3.264528863046971E-14	0	0	11.913631431035922	404.1825254724856	FANCI;RFC5;XRCC6;FEN1;RFC4;PCNA;LIG1;RFC2;H2AFX;FANCA;RPA2;BRCA1;BRCA2;PALB2;BRIP1;RAD50;RAD51;FANCD2;POLD1;USP1;POLE;POLH
Packaging of telomere ends	14/32	2.6458563947230174E-15	4.52441443497636E-14	0	0	34.439153439153436	1155.9771029405488	HIST1H2BN;HIST1H2BM;HIST1H2BJ;HIST1H2BL;HIST1H2BK;H2AFX;HIST1H2AJ;HIST2H2AC;HIST1H4A;HIST1H2BH;HIST1H2BB;HIST1H2AC;HIST1H2AB;HIST1H2BC
FOXM1 transcription factor network	15/41	6.64342217732377E-15	1.0993792183764819E-13	0	0	25.593094405594407	835.4903847470538	PLK1;BRCA2;FOXM1;AURKB;CKS1B;CCNA2;CCNB2;CCNB1;CENPF;CCNE1;CHEK2;CDK2;CDK1;BIRC5;NEK2
Ran role in mitotic spindle regulation	9/10	1.479168045930884E-14	2.3712912736329486E-13	0	0	394.3856502242152	12559.09725244072	RANBP1;TPX2;RCC1;KPNA2;RANGAP1;KPNB1;RAN;AURKA;KIF15
Meiotic synapsis	16/55	5.2246633343377134E-14	8.121976637924991E-13	0	0	18.228841773260907	557.4890393140433	HIST1H2BN;HIST1H2BM;HIST1H2BJ;HIST1H2BL;H2AFX;HIST1H2AJ;HIST1H2BK;BRCA1;SMC1A;HIST2H2AC;HIST1H4A;HIST1H2BH;HIST1H2BB;HIST1H2AC;HIST1H2AB;HIST1H2BC
Mitotic G2-G2/M phases	19/87	7.022633864155636E-14	1.0595915212681886E-12	0	0	12.481887479762547	378.03958713936237	YWHAE;NDE1;PLK1;CCP110;CDC25C;TUBG1;PKMYT1;TUBB4B;CKAP5;CCNA2;CCNB2;NEDD1;CCNB1;WEE1;XPO1;CDK2;E2F1;CDK1;NEK2
Lagging strand processive biosynthesis	10/15	9.131047716657616E-14	1.3383507081843876E-12	0	0	87.82022471910112	2636.7592906753935	PRIM2;POLA1;FEN1;POLA2;PCNA;LIG1;PRIM1;POLD1;RPA2;DNA2
Amyloids	15/51	2.711866018532325E-13	3.864409076408563E-12	0	0	18.474431818181817	534.575590877629	HIST1H2BN;HIST1H2BM;HIST1H2BJ;HIST1H2BL;H2AFX;HIST1H2AJ;HIST1H2BK;HIST2H2AC;HIST1H4A;HIST1H3A;HIST1H2BH;HIST1H2BB;HIST1H2AC;HIST1H2AB;HIST1H2BC
APC/C-mediated degradation of cell cycle proteins	18/82	2.927331455646965E-13	4.058705504721332E-12	0	0	12.537828947368421	361.8356621588074	PSMD13;UBE2C;PLK1;BUB1B;AURKB;AURKA;CDC20;CCNA2;CCNB1;FZR1;PSMD7;PSMD2;CDK2;CDK1;ANAPC5;FBXO5;BUB3;MAD2L1
RNA polymerase I transcription	15/55	9.311743226356472E-13	1.2570853355581238E-11	0	0	16.623579545454547	460.5118845674324	HIST1H2BN;HIST1H2BM;HIST1H2BJ;HIST1H2BL;H2AFX;HIST1H2AJ;HIST1H2BK;HIST2H2AC;HIST1H4A;HIST1H3A;HIST1H2BH;HIST1H2BB;HIST1H2AC;HIST1H2AB;HIST1H2BC
Leading strand biosynthesis	9/14	2.731007558041656E-12	3.592325326347101E-11	0	0	78.8609865470852	2099.780269046998	RFC5;PRIM2;POLA1;POLA2;PCNA;RFC4;RFC2;PRIM1;POLD1
Cyclin A/B1-associated events during G2/M transition	9/15	6.690688871226696E-12	8.580808477348238E-11	0	0	65.71412556053812	1690.8444459565842	CCNA2;CCNB2;CCNB1;WEE1;XPO1;PLK1;CDK1;CDC25C;PKMYT1
Oocyte meiosis	19/113	9.840471052879243E-12	1.2312589390553785E-10	0	0	9.017397032988484	228.5415772206733	YWHAE;YWHAB;PLK1;CDC25C;PKMYT1;SMC1A;AURKA;CDC20;CCNB2;CCNB1;CCNE2;ESPL1;CCNE1;CDK2;CDK1;ANAPC5;FBXO5;BUB1;MAD2L1
BARD1 signaling events	11/29	1.7919493479875813E-11	2.1887381321848312E-10	0	0	26.8765015015015	665.0625766651684	BARD1;XRCC6;RAD50;PCNA;RAD51;CCNE1;FANCD2;CDK2;FANCA;BRCA1;TOPBP1
CDK regulation of DNA replication	9/18	6.116567637174978E-11	7.297207436908754E-10	0	0	43.80269058295964	1030.1269254271938	MCM7;CCNE1;CDK2;MCM3;MCM4;MCM5;CDC6;MCM6;MCM2
Phosphorylation of Emi1	6/6	1.341935712080665E-10	1.5645750461304117E-9	0	0	117270.0	2665750.8914657165	CDC20;CCNB1;FZR1;PLK1;CDK1;FBXO5
APC/C activator regulation between G1/S and early anaphase	9/21	3.4799258213420613E-10	3.96711543632995E-9	0	0	32.8469730941704	715.3689699284636	CDC20;CCNB1;FZR1;UBE2C;PLK1;CDK2;CDK1;ANAPC5;FBXO5
ATR activation in response to replication stress	8/15	3.7761210334843203E-10	4.211195848211861E-9	0	0	49.95333972515181	1083.8452862888414	RFC5;RFC4;CDC45;RFC2;CHEK1;RPA2;CLSPN;CDC25C
RNA polymerase I, RNA polymerase III, and mitochondrial transcription	16/95	4.20981227126757E-10	4.594965308851624E-9	0	0	8.980594561863844	193.87696287089358	HIST1H2BN;HIST1H2BM;HIST1H2BJ;HIST1H2BL;H2AFX;HIST1H2AJ;HIST1H2BK;HIST2H2AC;HIST1H4A;HIST1H3A;NFIC;HIST1H2BH;HIST1H2BB;HIST1H2AC;HIST1H2AB;HIST1H2BC
Double-strand break repair	9/22	5.771151567095944E-10	6.167918237333791E-9	0	0	30.318730596757504	644.9697281136455	XRCC6;BRIP1;RAD50;RAD51;LIG1;H2AFX;RPA2;BRCA1;BRCA2
Gap-filling DNA repair biosynthesis and ligation in global genomic nucleotide excision repair	8/16	7.40246637047512E-10	7.749929077660686E-9	0	0	43.706935123042506	918.8962514265796	RFC5;PCNA;RFC4;LIG1;RFC2;POLD1;RPA2;POLE
Licensing factor removal from origins	13/61	8.967644033856138E-10	9.200802778736398E-9	0	0	11.946691176470589	248.87619369172546	MCM7;PSMD13;GMNN;MCM10;CDC6;CDC20;PSMD7;PSMD2;MCM3;MCM4;MCM5;MCM6;MCM2
Mismatch repair	9/23	9.291302492004681E-10	9.345957212545884E-9	0	0	28.151665598975015	585.4637760418195	RFC5;MSH6;PCNA;RFC4;LIG1;RFC2;EXO1;POLD1;RPA2
Transcription	21/181	1.048339355440182E-9	1.0342270948861795E-8	0	0	5.862399193548387	121.21130862351829	HIST1H2BN;HIST1H2BM;HIST1H2BJ;NCBP2;ALYREF;HIST1H2BL;HIST1H2AJ;CPSF2;H2AFX;HIST1H2BK;SSRP1;HIST2H2AC;HIST1H4A;HIST1H3A;NFIC;HIST1H2BH;TAF6;HIST1H2BB;HIST1H2AC;HIST1H2AB;HIST1H2BC
APC/C- and Cdc20-mediated degradation of Nek2A	9/25	2.2307397264692366E-9	2.159187697507016E-8	0	0	24.630184977578477	490.65625463172034	CDC20;CCNB1;UBE2C;CDK1;BUB1B;NEK2;ANAPC5;BUB3;MAD2L1
Interactions of HIV Vpr protein with host cellular proteins	11/44	2.9203297516606034E-9	2.7743132640775734E-8	0	0	14.64864864864865	287.86893404670485	NUP93;RANBP1;NUP107;XPO1;NUP62;RCC1;BANF1;AAAS;RANGAP1;KPNB1;RAN
Integrated cancer pathway	10/35	3.712392524455532E-9	3.462649754628524E-8	0	0	17.546067415730338	340.5970542038503	BARD1;MSH6;RAD50;CHEK2;CHEK1;PLK1;CDK2;E2F1;CDK1;BRCA1
Activation of DNA fragmentation factor	7/13	4.592645494150104E-9	4.20719131874822E-8	0	0	50.8828125	976.8894300425798	HIST1H1D;HIST1H1E;HMGB1;HIST1H1A;HIST1H1B;KPNB1;HIST1H1C
Kinesins	9/27	4.914756606888708E-9	4.423280946199837E-8	0	0	21.891255605381165	418.80212773059253	CENPE;KIF18A;RACGAP1;KIFC1;KIF2C;KIF11;KIF22;KIF20A;KIF15
Chk1/Chk2(Cds1)-mediated inactivation of cyclin B-Cdk1 complex	5/5	5.963117196654101E-9	5.274274348075093E-8	0	0	97725.0	1850684.0424262101	CCNB1;WEE1;CHEK1;CDK1;CDC25C
G2/M DNA damage checkpoint	6/9	1.063491100984634E-8	9.246964996696903E-8	0	0	87.0467706013363	1598.1024340298704	CCNB1;WEE1;CHEK2;CHEK1;CDK1;CDC25C
HIV life cycle	16/118	1.1003571047560666E-8	9.40805324566437E-8	0	0	6.947340211711108	127.31032879152765	RANBP1;XRCC6;FEN1;NUP107;LIG1;NCBP2;SSRP1;AAAS;RANGAP1;NUP93;XPO1;NUP62;RCC1;BANF1;TAF6;RAN
BRCA1, BRCA2 and ATR roles in cancer susceptibility	8/22	1.631053365968385E-8	1.371689142199642E-7	0	0	24.967721316714606	447.7075637794667	RAD50;RAD51;FANCD2;CHEK2;CHEK1;FANCA;BRCA1;BRCA2
Cyclins and cell cycle regulation	8/23	2.4514089037432936E-8	2.0283431735811443E-7	0	0	23.302013422818792	408.34489850829567	CCNB1;CDKN2C;RBL1;TFDP1;CCNE1;CDK2;CDK1;E2F1
HIV infection	20/200	3.392368503052292E-8	2.762357209628295E-7	0	0	4.946360153256705	85.0732020667818	RANBP1;XRCC6;FEN1;NUP107;LIG1;PSMD13;NCBP2;SSRP1;AAAS;RANGAP1;NUP93;PSMD7;XPO1;PSMD2;NUP62;RCC1;BANF1;TAF6;KPNB1;RAN
DNA replication initiation	5/6	3.510873981907386E-8	2.814184926122639E-7	0	0	217.15555555555557	3727.4350979795754	POLA1;PRIM2;POLA2;PRIM1;POLE
Mechanism of protein import into the nucleus	6/11	5.6266282787646E-8	4.4407081646249844E-7	0	0	52.22271714922049	871.7627143458208	NUP62;RCC1;KPNA2;RANGAP1;KPNB1;RAN
Pyrimidine metabolism	14/100	6.050707037891021E-8	4.703049561269839E-7	0	0	7.183093392395718	119.38664404680634	PRIM2;DTYMK;DUT;RRM1;RRM2;PRIM1;TYMS;DCK;NME1;POLA1;POLA2;POLD1;TK1;POLE
ATM pathway	10/48	1.0151672571681961E-7	7.523731835177757E-7	0	0	11.5357776463631	185.7611150180936	RAD50;RAD51;YWHAB;FANCD2;CHEK2;CHEK1;H2AFX;BRCA1;CDC25C;SMC1A
Rev-mediated nuclear export of HIV-1 RNA	8/27	1.0246386241957262E-7	7.523731835177757E-7	0	0	18.392558577652185	296.0053437531405	NUP93;RANBP1;XPO1;RCC1;AAAS;RANGAP1;KPNB1;RAN
Cell cycle: G2/M checkpoint	8/27	1.0246386241957262E-7	7.523731835177757E-7	0	0	18.392558577652185	296.0053437531405	CCNB1;WEE1;CHEK2;CHEK1;PLK1;CDK1;BRCA1;CDC25C
Disease	39/674	1.0266300749755225E-7	7.523731835177757E-7	0	0	2.791830708661417	44.92562044008847	HIST1H2BN;HIST1H2BM;FEN1;NUP107;HIST1H2BJ;PSMD13;YWHAB;HIST1H2BL;HIST1H2BK;AAAS;HIST2H2AC;PSMD7;HIST1H3A;XPO1;PSMD2;KHSRP;NUP62;RCC1;BANF1;HIST1H2AC;HIST1H2AB;RANBP1;XRCC6;EXOC8;LIG1;NCBP2;HIST1H2AJ;H2AFX;SSRP1;RANGAP1;NUP93;HIST1H4A;CDK1;HIST1H2BH;TAF6;HIST1H2BB;KPNB1;RAN;HIST1H2BC
Inhibition of replication initiation of damaged DNA by RB1/E2F1	6/12	1.1037159934395405E-7	7.974736684992736E-7	0	0	43.516703786191535	697.1120498499952	POLA1;PRIM2;POLA2;TFDP1;PRIM1;E2F1
Transport of mature mRNAs derived from intronless transcripts	9/38	1.3688268659186046E-7	9.752891419670057E-7	0	0	13.580021648368641	214.62058479304895	NUP93;NUP107;XPO1;NCBP2;ALYREF;NUP62;CPSF2;AAAS;RAN
Homologous recombination	8/29	1.903352354518325E-7	1.3375613121478091E-6	0	0	16.639181847235538	257.4826687808791	RAD50;RAD51;EME1;POLD1;RAD54L;RPA2;BRCA2;RAD54B
p73 transcription factor network	12/79	2.14402759310478E-7	1.4863326422469625E-6	0	0	7.87493682827398	120.92288008335092	CCNA2;CCNB1;RAD51;CCNE2;CHEK1;PLK1;CDK2;CDK1;NDUFS2;BUB3;BRCA2;BUB1
Inactivation of APC/C via direct inhibition of the APC/C complex	7/21	2.657449167431977E-7	1.8176952305234723E-6	0	0	21.797991071428573	330.0374744206489	CDC20;FZR1;UBE2C;BUB1B;ANAPC5;BUB3;MAD2L1
Gene expression	48/968	3.5414918933812137E-7	2.3905070280323193E-6	0	0	2.387565431043692	35.463816715531436	HIST1H2BN;HIST1H2BM;NUP107;SET;VARS;HIST1H2BJ;PSMD13;YWHAB;HIST1H2BL;RPN1;HIST1H2BK;AAAS;HIST2H2AC;EFTUD2;PSMD7;HIST1H3A;XPO1;PSMD2;KHSRP;NUP62;DGCR8;HARS;HIST1H2AC;HIST1H2AB;SF3A1;WARS;NCBP2;ALYREF;HIST1H2AJ;CPSF2;H2AFX;SSRP1;SMC1A;LSM4;NUP93;SNRNP40;HIST1H4A;TFDP1;RBL1;PPA1;NFIC;HIST1H2BH;TAF6;HIST1H2BB;RAN;EIF4G1;EIF3B;HIST1H2BC
Fanconi anemia pathway	7/22	3.8214924042626913E-7	2.546007277125663E-6	0	0	20.34375	300.62884248445744	FANCI;FANCD2;FANCA;USP1;BRCA1;BRCA2;PALB2
p53 activity regulation	14/118	4.923052082337526E-7	3.237853484921988E-6	0	0	5.934371184371185	86.1917979487967	PCNA;RRM2;CCNA2;CCNB2;PIDD1;CCNB1;CCNE2;CCNE1;CHEK2;CHEK1;CDK2;CDK1;E2F1;GTSE1
Progesterone-mediated oocyte maturation	12/86	5.544496808566286E-7	3.6004137503727906E-6	0	0	7.127447989750473	102.6729536924368	CCNA2;CCNB2;CCNB1;FZR1;PLK1;CDK2;CDK1;ANAPC5;CDC25C;PKMYT1;BUB1;MAD2L1
Global genomic nucleotide excision repair (GG-NER)	8/33	5.684214556771061E-7	3.645002584529443E-6	0	0	13.974049217002237	200.95245500541816	RFC5;PCNA;RFC4;LIG1;RFC2;POLD1;RPA2;POLE
Cyclin A-Cdk2-associated events at S phase entry	11/72	6.489103115757445E-7	4.109765306646381E-6	0	0	7.913306749372323	112.74856764774648	CCNA2;FZR1;WEE1;PSMD7;CCNE2;CCNE1;PSMD13;PSMD2;CDK2;PKMYT1;CKS1B
Rb tumor suppressor/checkpoint signaling in response to DNA damage	6/16	8.852227362278877E-7	5.538039801035443E-6	0	0	26.104677060133632	363.8320189870033	WEE1;CDK2;CHEK1;CDK1;E2F1;CDC25C
