Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cytosolic DNA-sensing pathway	4/56	0.0025961904093684367	0.07269333146231623	0	0	7.555683122847302	44.984347189996654	ZBP1;DDX58;IRF7;ADAR
Interleukin-2 signaling pathway	18/847	0.002845498739552387	0.07436236706030237	0	0	2.202176451236268	12.909195624321272	SP100;DOCK8;SH2D1A;ITGB2;MX1;ITPR2;PRKCA;NMI;LSP1;IFIT1;LY9;PARP8;ABLIM1;RGS3;RIN3;TRIM21;VAMP5;IRF9
Interferon-alpha signaling pathway	2/10	0.004456844061438374	0.10645480586122072	0	0	24.36822660098522	131.91287130282834	STAT2;IRF9
Negative regulators of RIG-I/MDA5 signaling	3/33	0.004616662499083552	0.10645480586122072	0	0	9.784653465346535	52.62268078910309	IFIH1;NLRX1;DDX58
NF-kappaB activation through FADD/RIP-1 pathway	2/12	0.006449154881539099	0.14044826186462928	0	0	19.492610837438423	98.31695106228902	IFIH1;DDX58
Factors involved in megakaryocyte development and platelet production	5/125	0.009377697835882751	0.19347671324558097	0	0	4.098958333333333	19.139762035199162	KIF3B;DOCK8;IRF2;IRF7;PHF21A
Chromatin remodeling by hSWI/SNF ATP-dependent complexes	2/17	0.012849902835767845	0.25185809558104977	0	0	12.991789819376026	56.57169681140714	SMARCC2;ARID1A
Innate immune system	8/319	0.017397365358509075	0.32475082002550276	0	0	2.544142850147714	10.307433205330007	IFIH1;ZBP1;NLRX1;DDX58;DHX58;IRF2;IRF7;NOD1
PKC-catalyzed phosphorylation of inhibitory phosphoprotein of myosin phosphatase	2/21	0.019317273472065823	0.34419869095680916	0	0	10.254602022297123	40.47240780131084	PRKCA;ARHGAP5
TRAF6 mediated NF-kB activation	2/22	0.021107464447248363	0.35974461144875475	0	0	9.741379310344827	37.583493495174864	IFIH1;DDX58
Hemostasis pathway	10/468	0.022911458310629476	0.37422048574028144	0	0	2.165155077818833	8.175881345025235	APBB1IP;CD84;KIF3B;DOCK8;ITGB2;IRF2;IRF7;ITPR2;PRKCA;PHF21A
G alpha i pathway	4/108	0.025157392539172384	0.39009928241421077	0	0	3.767891312667432	13.87564968925999	RGS3;ITPR2;PRKCA;MAP3K5
Regulatory RNA pathways	2/25	0.026869083227509413	0.39009928241421077	0	0	8.469479545941315	30.632235557298845	AGO3;TNRC6A
Interferon alpha signaling regulation	2/25	0.026869083227509413	0.39009928241421077	0	0	8.469479545941315	30.632235557298845	STAT2;USP18
Angiotensin II-stimulated signaling through G-proteins and beta-arrestin	3/64	0.027996393170476634	0.39194950438667286	0	0	4.804577179029378	17.17962856937973	ITPR2;PRKCA;MAP3K5
Control of gene expression by vitamin D receptor	2/27	0.03102102422865911	0.40534138325447905	0	0	7.791133004926109	27.05930693404677	SMARCC2;ARID1A
VEGFR1 pathway	2/27	0.03102102422865911	0.40534138325447905	0	0	7.791133004926109	27.05930693404677	NRP1;PRKCA
Leukocyte transendothelial migration	4/117	0.032448097272922756	0.4103114235801845	0	0	3.466208779113283	11.882557016631518	ITGB2;PRKCA;ARHGAP5;SIPA1
G alpha q pathway	3/70	0.035193291395277417	0.43111781959214834	0	0	4.372986552386582	14.635947817162126	RGS3;ITPR2;PRKCA
Mitochondrial pathway of apoptosis: multidomain Bcl-2 family	3/71	0.03647689024643993	0.43330124171528644	0	0	4.30845952242283	14.26563848497777	ITPR2;PRKCA;MAP3K5
Rho GTPase cycle	4/123	0.03792741007229279	0.43728072789231687	0	0	3.2904385634850954	10.766582187641541	PLEKHG2;ARHGAP15;ARHGAP5;ARHGAP25
Ras family activation regulation	2/31	0.040019049498574585	0.4482133543840353	0	0	6.71513504331578	21.611988614030302	RASAL1;PRKCA
Phosphatidylinositol signaling system	3/78	0.04612329412251263	0.4921047577463824	0	0	3.904950495049505	12.01333481522273	INPP1;ITPR2;PRKCA
Phospholipase C delta-1 interactions in phospholipid-associated cell signaling	1/5	0.050214771198610446	0.4921047577463824	0	0	24.253676470588236	72.55356464153554	PRKCA
Disinhibition of SNARE formation	1/5	0.050214771198610446	0.4921047577463824	0	0	24.253676470588236	72.55356464153554	PRKCA
Ion channel and phorbal esters signaling pathway	1/5	0.050214771198610446	0.4921047577463824	0	0	24.253676470588236	72.55356464153554	PRKCA
Neurophilin interactions with VEGF and VEGF receptor	1/5	0.050214771198610446	0.4921047577463824	0	0	24.253676470588236	72.55356464153554	NRP1
SNARE interactions in vesicular transport	2/36	0.05245560008282946	0.5015267129870523	0	0	5.726166328600406	16.879525419643	VAMP1;VAMP5
EGFR interaction with phospholipase C-gamma	2/38	0.05776693251826497	0.5341221129178808	0	0	5.407498631636563	15.41861049049165	ITPR2;PRKCA
Acyl chain remodeling of cardiolipin	1/6	0.05995248206221112	0.5341221129178808	0	0	19.401960784313726	54.60105617060042	LCLAT1
Small interfering RNA (siRNA) biogenesis	1/6	0.05995248206221112	0.5341221129178808	0	0	19.401960784313726	54.60105617060042	AGO3
Activation of PKC through G-protein coupled receptors	1/7	0.06959084061619641	0.5714806077959662	0	0	16.16748366013072	43.088321571259165	PRKCA
Gamma-secretase-mediated ErbB4 signaling pathway	1/7	0.06959084061619641	0.5714806077959662	0	0	16.16748366013072	43.088321571259165	PRKCA
Integrin alpha-2b beta-3 signaling	1/7	0.06959084061619641	0.5714806077959662	0	0	16.16748366013072	43.088321571259165	APBB1IP
G-protein-mediated events	2/44	0.07472985036031343	0.5714806077959662	0	0	4.6335913675815155	12.01895988272511	ITPR2;PRKCA
CHL1 interactions	1/8	0.07913085511201665	0.5714806077959662	0	0	13.857142857142858	35.15075472727737	NRP1
Stabilization of mRNA by HuR	1/8	0.07913085511201665	0.5714806077959662	0	0	13.857142857142858	35.15075472727737	PRKCA
Agrin in postsynaptic differentiation	2/47	0.08373415584974632	0.5714806077959662	0	0	4.324028461959497	10.72405892143356	GIT2;UTRN
TNF-alpha signaling pathway	3/101	0.08547907826567039	0.5714806077959662	0	0	2.9849969690846634	7.341551185929343	OTUD7B;TNIK;MAP3K5
Prostanoid ligand receptors	1/9	0.08857352378320847	0.5714806077959662	0	0	12.124387254901961	29.388572576263368	PTGER4
Sodium/proton exchangers	1/9	0.08857352378320847	0.5714806077959662	0	0	12.124387254901961	29.388572576263368	SLC9A9
EGFR transactivation by gastrin	1/9	0.08857352378320847	0.5714806077959662	0	0	12.124387254901961	29.388572576263368	PRKCA
Elevation of cytosolic calcium levels	1/9	0.08857352378320847	0.5714806077959662	0	0	12.124387254901961	29.388572576263368	ITPR2
cAMP receptor, G-protein-independent pathways inferred from amoeba model	1/9	0.08857352378320847	0.5714806077959662	0	0	12.124387254901961	29.388572576263368	STAT2
Type I interferon (interferon-alpha/beta) pathway	2/51	0.0962177228731326	0.5714806077959662	0	0	3.9702422841057605	9.294899805473316	STAT2;IRF9
Phospholipase C signaling pathway	1/10	0.09791983487832825	0.5714806077959662	0	0	10.776688453159041	25.04077952879582	PRKCA
Activation of Src by protein tyrosine phosphatase alpha	1/10	0.09791983487832825	0.5714806077959662	0	0	10.776688453159041	25.04077952879582	PRKCA
TRAF6-mediated IRF7 activation in TLR7/8 or 9 signaling	1/10	0.09791983487832825	0.5714806077959662	0	0	10.776688453159041	25.04077952879582	IRF7
Ganglio sphingolipid metabolism	1/10	0.09791983487832825	0.5714806077959662	0	0	10.776688453159041	25.04077952879582	ST3GAL1
Insulin secretion regulation by acetylcholine	1/10	0.09791983487832825	0.5714806077959662	0	0	10.776688453159041	25.04077952879582	PRKCA
Leptin influence on immune response	3/110	0.1037520279528114	0.5714806077959662	0	0	2.732673267326733	6.191558755386831	OAS2;IRF2;IFIT2
Phospholipase C-mediated cascade	2/54	0.10590405113246214	0.5714806077959662	0	0	3.740621447517999	8.398524717720308	ITPR2;PRKCA
Attenuation of GPCR signaling	1/11	0.10717076670990663	0.5714806077959662	0	0	9.698529411764707	21.660033820099166	PRKCA
B lymphocyte cell surface molecules	1/11	0.10717076670990663	0.5714806077959662	0	0	9.698529411764707	21.660033820099166	ITGB2
Signaling by VEGF	1/11	0.10717076670990663	0.5714806077959662	0	0	9.698529411764707	21.660033820099166	NRP1
Monocyte and its surface molecules	1/11	0.10717076670990663	0.5714806077959662	0	0	9.698529411764707	21.660033820099166	ITGB2
Pre-NOTCH expression and processing	2/57	0.11583964132665409	0.5714806077959662	0	0	3.5360501567398117	7.62212742257285	AGO3;TNRC6A
Keratinocyte differentiation	2/57	0.11583964132665409	0.5714806077959662	0	0	3.5360501567398117	7.62212742257285	PRKCA;MAP3K5
D4-GDI signaling pathway	1/12	0.11632728777462452	0.5714806077959662	0	0	8.816399286987522	18.967139573231318	ARHGAP5
Signaling by NOTCH	3/119	0.12341617565347535	0.5714806077959662	0	0	2.519503243427791	5.271287283716207	AGO3;DTX1;TNRC6A
CBL-mediated ligand-induced downregulation of EGF receptors	1/13	0.12539035679487928	0.5714806077959662	0	0	8.081290849673202	16.779374532265297	PRKCA
CTL mediated immune response against target cells	1/13	0.12539035679487928	0.5714806077959662	0	0	8.081290849673202	16.779374532265297	ITGB2
T helper cell surface molecules	1/13	0.12539035679487928	0.5714806077959662	0	0	8.081290849673202	16.779374532265297	ITGB2
Keap1-Nrf2 pathway	1/13	0.12539035679487928	0.5714806077959662	0	0	8.081290849673202	16.779374532265297	PRKCA
Adhesion and diapedesis of lymphocytes	1/14	0.13436092282677173	0.5714806077959662	0	0	7.459276018099548	14.972450123725842	ITGB2
Sema3A-plexin repulsion signaling by inhibiting integrin adhesion	1/14	0.13436092282677173	0.5714806077959662	0	0	7.459276018099548	14.972450123725842	NRP1
T cell receptor/Ras pathway	1/14	0.13436092282677173	0.5714806077959662	0	0	7.459276018099548	14.972450123725842	PRKCA
DCC-mediated attractive signaling	1/14	0.13436092282677173	0.5714806077959662	0	0	7.459276018099548	14.972450123725842	ABLIM1
Glycosphingolipid biosynthesis: globo series	1/14	0.13436092282677173	0.5714806077959662	0	0	7.459276018099548	14.972450123725842	ST3GAL1
MAPK cascade role in angiogenesis	2/64	0.13985970688512867	0.5714806077959662	0	0	3.135706340378198	6.168296396603855	NRP1;PRKCA
Interleukin-4 regulation of apoptosis	5/267	0.14031859080946255	0.5714806077959662	0	0	1.8638358778625954	3.6602750647552735	EXT1;RSAD2;MX1;TNIK;ARHGAP25
AKAP95 role in mitosis and chromosome dynamics	1/15	0.1432399253949917	0.5714806077959662	0	0	6.9261204481792715	13.459074507019471	AKAP8
Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	1/15	0.1432399253949917	0.5714806077959662	0	0	6.9261204481792715	13.459074507019471	IRF7
Adhesion and diapedesis of granulocytes	1/15	0.1432399253949917	0.5714806077959662	0	0	6.9261204481792715	13.459074507019471	ITGB2
Sema3A/PAK-dependent axon repulsion	1/15	0.1432399253949917	0.5714806077959662	0	0	6.9261204481792715	13.459074507019471	NRP1
TrkA receptor signaling pathway	1/15	0.1432399253949917	0.5714806077959662	0	0	6.9261204481792715	13.459074507019471	PRKCA
Eicosanoid ligand-binding G-protein coupled receptors	1/15	0.1432399253949917	0.5714806077959662	0	0	6.9261204481792715	13.459074507019471	PTGER4
Glycosaminoglycan biosynthesis: keratan sulfate	1/15	0.1432399253949917	0.5714806077959662	0	0	6.9261204481792715	13.459074507019471	ST3GAL1
Glycosphingolipid biosynthesis: ganglio series	1/15	0.1432399253949917	0.5714806077959662	0	0	6.9261204481792715	13.459074507019471	ST3GAL1
Mechanisms of transcriptional repression by DNA methylation	1/15	0.1432399253949917	0.5714806077959662	0	0	6.9261204481792715	13.459074507019471	CHD3
Messenger RNA decay by 5' to 3' exoribonuclease	1/15	0.1432399253949917	0.5714806077959662	0	0	6.9261204481792715	13.459074507019471	DCP1B
Signaling by FGFR in disease	3/128	0.14431137078023765	0.5714806077959662	0	0	2.337029702970297	4.523980071552697	MYO18A;ITPR2;PRKCA
G alpha 13 pathway	2/67	0.15045984402164433	0.5714806077959662	0	0	2.9905267146646457	5.664234180782252	PRKCA;MAP3K5
Rap1 signaling	1/16	0.15202829447289887	0.5714806077959662	0	0	6.4640522875816995	12.176261782401825	SIPA1
CRMPs in Sema3A signaling	1/16	0.15202829447289887	0.5714806077959662	0	0	6.4640522875816995	12.176261782401825	NRP1
GluR2-containing AMPA receptor trafficking	1/16	0.15202829447289887	0.5714806077959662	0	0	6.4640522875816995	12.176261782401825	PRKCA
Inhibition of platelet activation by aspirin	1/16	0.15202829447289887	0.5714806077959662	0	0	6.4640522875816995	12.176261782401825	PRKCA
Interleukin-10 anti-inflammatory signaling pathway	1/16	0.15202829447289887	0.5714806077959662	0	0	6.4640522875816995	12.176261782401825	MAP3K5
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	1/16	0.15202829447289887	0.5714806077959662	0	0	6.4640522875816995	12.176261782401825	NOD1
KIT signaling regulation	1/16	0.15202829447289887	0.5714806077959662	0	0	6.4640522875816995	12.176261782401825	PRKCA
Cadmium-induced DNA biosynthesis and proliferation in macrophages	1/17	0.16072695068123882	0.5714806077959662	0	0	6.059742647058823	11.077502318716135	PRKCA
Cells and molecules involved in local acute inflammatory response	1/17	0.16072695068123882	0.5714806077959662	0	0	6.059742647058823	11.077502318716135	ITGB2
TAK1-mediated activation of p38 MAPK	1/17	0.16072695068123882	0.5714806077959662	0	0	6.059742647058823	11.077502318716135	NOD1
GRB2-SOS provides linkage to MAPK signaling for integrins	1/17	0.16072695068123882	0.5714806077959662	0	0	6.059742647058823	11.077502318716135	APBB1IP
Long-term depression	2/70	0.16121390096407998	0.5714806077959662	0	0	2.8581570559258185	5.216202988781461	ITPR2;PRKCA
Long-term potentiation	2/70	0.16121390096407998	0.5714806077959662	0	0	2.8581570559258185	5.216202988781461	ITPR2;PRKCA
Adrenergic pathway	3/137	0.1662747562682992	0.5714806077959662	0	0	2.1790675336190337	3.9094949167023776	RGS3;ITPR2;PRKCA
Natural killer cell-mediated cytotoxicity	3/137	0.1662747562682992	0.5714806077959662	0	0	2.1790675336190337	3.9094949167023776	SH2D1A;ITGB2;PRKCA
Pertussis toxin-insensitive CCR5 signaling in macrophage	1/18	0.16933680536594956	0.5714806077959662	0	0	5.702998846597462	10.127759560628935	PRKCA
Bone remodeling	1/18	0.16933680536594956	0.5714806077959662	0	0	5.702998846597462	10.127759560628935	IRF9
Botulinum neurotoxicity	1/18	0.16933680536594956	0.5714806077959662	0	0	5.702998846597462	10.127759560628935	VAMP1
Transcriptional activity regulation by PML	1/18	0.16933680536594956	0.5714806077959662	0	0	5.702998846597462	10.127759560628935	SP100
Wnt/calcium/cyclic GMP pathway	2/74	0.17575928534341223	0.5714806077959662	0	0	2.698823207443897	4.692281757408216	ITPR2;PRKCA
Gastric acid secretion	2/74	0.17575928534341223	0.5714806077959662	0	0	2.698823207443897	4.692281757408216	ITPR2;PRKCA
Platelet calcium homeostasis	1/19	0.1778587605895609	0.5714806077959662	0	0	5.385893246187364	9.300174770744839	ITPR2
Signaling by FGFR1 fusion mutants	1/19	0.1778587605895609	0.5714806077959662	0	0	5.385893246187364	9.300174770744839	MYO18A
Calcineurin in effects in keratinocyte differentiation	1/19	0.1778587605895609	0.5714806077959662	0	0	5.385893246187364	9.300174770744839	PRKCA
Small ligand GPCRs	1/19	0.1778587605895609	0.5714806077959662	0	0	5.385893246187364	9.300174770744839	PTGER4
Telomeres, telomerase, cellular aging, and immortality	1/19	0.1778587605895609	0.5714806077959662	0	0	5.385893246187364	9.300174770744839	PRKCA
4-1BB-dependent immune response	1/20	0.18629370941227447	0.5889285007226741	0	0	5.102167182662539	8.573838716448728	MAP3K5
Apoptotic signaling in response to DNA damage	1/20	0.18629370941227447	0.5889285007226741	0	0	5.102167182662539	8.573838716448728	PRKCA
Cytosolic sensors of pathogen-associated DNA	1/21	0.19464253578465257	0.5991298754341475	0	0	4.846813725490196	7.932249552942341	ZBP1
p38 MK2 pathway	1/21	0.19464253578465257	0.5991298754341475	0	0	4.846813725490196	7.932249552942341	LSP1
Oxidative stress-induced gene expression via Nrf2	1/21	0.19464253578465257	0.5991298754341475	0	0	4.846813725490196	7.932249552942341	PRKCA
Calcium regulation in the cardiac cell	3/149	0.19694117492375804	0.5991298754341475	0	0	1.9987454224874541	3.2476618980452483	RGS3;ITPR2;PRKCA
Opioid signaling	2/80	0.1979351978491446	0.5991298754341475	0	0	2.4904635594290765	4.03409168855039	ITPR2;PRKCA
CCR3 signaling in eosinophils	1/22	0.20290611470631448	0.5991298754341475	0	0	4.6157796451914095	7.362223443639087	PRKCA
Nitric oxide signaling pathway	1/22	0.20290611470631448	0.5991298754341475	0	0	4.6157796451914095	7.362223443639087	PRKCA
T cell signal transduction	2/83	0.20914865765782062	0.5991298754341475	0	0	2.39785927142249	3.7519543786646383	PRKCA;MAP3K5
Rho cell motility signaling pathway	1/23	0.21108531244502043	0.5991298754341475	0	0	4.405748663101604	6.853110777147685	ARHGAP5
CREB transcription factor and its extracellular signals	1/23	0.21108531244502043	0.5991298754341475	0	0	4.405748663101604	6.853110777147685	PRKCA
Collagen binding in corneal epithelia mediated by Erk and PI-3 Kinase	1/23	0.21108531244502043	0.5991298754341475	0	0	4.405748663101604	6.853110777147685	ARHGAP5
Eicosanoid metabolism	1/23	0.21108531244502043	0.5991298754341475	0	0	4.405748663101604	6.853110777147685	PTGER4
Myometrial relaxation and contraction pathways	3/155	0.21276115278780267	0.5991298754341475	0	0	1.9192613340281397	2.9702202260219828	RGS3;ITPR2;PRKCA
Integrin cell surface interactions	2/85	0.2166604037544398	0.5991298754341475	0	0	2.3398421271292067	3.5786109649943207	APBB1IP;ITGB2
Plexin D1 signaling	1/24	0.21918098639438185	0.5991298754341475	0	0	4.213981244671782	6.396222904647518	NRP1
TAK1 activates NF-kappaB by phosphorylation and activation of IKK complex	1/24	0.21918098639438185	0.5991298754341475	0	0	4.213981244671782	6.396222904647518	NOD1
Toll receptor cascades	3/159	0.22345721350300068	0.5991298754341475	0	0	1.8696686976389947	2.8017645833272304	ZBP1;IRF7;NOD1
TGF-beta regulation of extracellular matrix	8/565	0.22464302047280962	0.5991298754341475	0	0	1.4025827265353734	2.0943964349344704	EXT1;PTGER4;INPP1;KIF1B;IFIT1;IFIT3;IRF9;MAP3K5
TPO signaling pathway	1/25	0.2271939853434393	0.5991298754341475	0	0	4.038194444444445	5.984406559421634	PRKCA
PIP2 hydrolysis	1/25	0.2271939853434393	0.5991298754341475	0	0	4.038194444444445	5.984406559421634	ITPR2
Salivary secretion	2/89	0.2317515783429142	0.5991298754341475	0	0	2.231810203272748	3.263105737531367	ITPR2;PRKCA
CARM1 and regulation of the estrogen receptor	1/26	0.23512514947344595	0.5991298754341475	0	0	3.876470588235294	5.611723631577225	SPEN
Termination of O-glycan biosynthesis	1/26	0.23512514947344595	0.5991298754341475	0	0	3.876470588235294	5.611723631577225	ST3GAL1
Estrogen receptor transcription factor targets	1/26	0.23512514947344595	0.5991298754341475	0	0	3.876470588235294	5.611723631577225	SPEN
YAP1- and WWTR1 (TAZ)-stimulated gene expression	1/26	0.23512514947344595	0.5991298754341475	0	0	3.876470588235294	5.611723631577225	CHD9
Glycosaminoglycan biosynthesis: heparan sulfate	1/26	0.23512514947344595	0.5991298754341475	0	0	3.876470588235294	5.611723631577225	EXT1
Integrin family cell surface interactions	1/26	0.23512514947344595	0.5991298754341475	0	0	3.876470588235294	5.611723631577225	ITGB2
Interleukin-27-mediated signaling events	1/26	0.23512514947344595	0.5991298754341475	0	0	3.876470588235294	5.611723631577225	STAT2
Thymic stromal lymphopoietin (TSLP) pathway	2/90	0.23553554269526322	0.5991298754341475	0	0	2.206336766681594	3.1901278849937316	CD84;IRF2
Gap junction pathway	2/90	0.23553554269526322	0.5991298754341475	0	0	2.206336766681594	3.1901278849937316	ITPR2;PRKCA
RORA activates circadian expression	1/27	0.2429753104480501	0.5991298754341475	0	0	3.727187028657617	5.273207226700434	CHD9
eIF4E and p70 S6 kinase regulation	1/27	0.2429753104480501	0.5991298754341475	0	0	3.727187028657617	5.273207226700434	PRKCA
FSH signaling pathway	1/27	0.2429753104480501	0.5991298754341475	0	0	3.727187028657617	5.273207226700434	PRKCA
Kinesins	1/27	0.2429753104480501	0.5991298754341475	0	0	3.727187028657617	5.273207226700434	KIF3B
Cell surface interactions at the vascular wall	2/94	0.2507017995110894	0.5991298754341475	0	0	2.1099807239237522	2.9191395440639614	CD84;ITGB2
Phosphatidic acid biosynthesis	1/28	0.2507452916262707	0.5991298754341475	0	0	3.588961510530138	4.964673729040837	LCLAT1
G-protein signaling pathways	2/95	0.2544986975379342	0.5991298754341475	0	0	2.0871868213358757	2.856230760694656	AKAP8;PRKCA
ADP-ribosylation factor	1/29	0.25843590791184673	0.5991298754341475	0	0	3.460609243697479	4.682576509853867	ARHGAP5
Integrin beta-2 pathway	1/29	0.25843590791184673	0.5991298754341475	0	0	3.460609243697479	4.682576509853867	ITGB2
Retinoic acid receptor-mediated signaling	1/30	0.26604796604728254	0.5991298754341475	0	0	3.341108857336038	4.423890948661195	PRKCA
CDC42 activity regulation	1/30	0.26604796604728254	0.5991298754341475	0	0	3.341108857336038	4.423890948661195	SPATA13
Signaling by FGFR1 mutants	1/30	0.26604796604728254	0.5991298754341475	0	0	3.341108857336038	4.423890948661195	MYO18A
Signaling pathway from G-protein families	1/30	0.26604796604728254	0.5991298754341475	0	0	3.341108857336038	4.423890948661195	PRKCA
Tumor necrosis factor (TNF) pathway	1/30	0.26604796604728254	0.5991298754341475	0	0	3.341108857336038	4.423890948661195	MAP3K5
Glutamate binding and activation of AMPA receptors and synaptic plasticity	1/30	0.26604796604728254	0.5991298754341475	0	0	3.341108857336038	4.423890948661195	PRKCA
Heparan sulfate/heparin glycosaminoglycan (HS-GAG) biosynthesis	1/30	0.26604796604728254	0.5991298754341475	0	0	3.341108857336038	4.423890948661195	EXT1
MicroRNAs in muscle cell differentiation	1/30	0.26604796604728254	0.5991298754341475	0	0	3.341108857336038	4.423890948661195	PRKCA
O-glycan biosynthesis	1/30	0.26604796604728254	0.5991298754341475	0	0	3.341108857336038	4.423890948661195	ST3GAL1
PDGFA signaling pathway	1/30	0.26604796604728254	0.5991298754341475	0	0	3.341108857336038	4.423890948661195	PRKCA
Senescence and autophagy	2/99	0.26969468811427094	0.5991298754341475	0	0	2.0007109847138285	2.6218612095317733	KMT2A;IRF7
Integrin-mediated cell adhesion	2/100	0.27349373546843264	0.5991298754341475	0	0	1.980195033678496	2.567276450212099	GIT2;ITGB2
Activated NOTCH1 signaling in the nucleus	1/31	0.27358226454773577	0.5991298754341475	0	0	3.229575163398693	4.186023271598047	DTX1
Prostaglandin biosynthesis and regulation	1/31	0.27358226454773577	0.5991298754341475	0	0	3.229575163398693	4.186023271598047	PTGER4
Alpha-6 beta-4 integrin signaling pathway	1/31	0.27358226454773577	0.5991298754341475	0	0	3.229575163398693	4.186023271598047	PRKCA
Keratan sulfate/keratin metabolism	1/31	0.27358226454773577	0.5991298754341475	0	0	3.229575163398693	4.186023271598047	ST3GAL1
Pancreatic secretion	2/101	0.2772920114695065	0.6005440248400361	0	0	1.9600935463004427	2.5141808950247637	ITPR2;PRKCA
GnRH signaling pathway	2/101	0.2772920114695065	0.6005440248400361	0	0	1.9600935463004427	2.5141808950247637	ITPR2;PRKCA
Syndecan 4 pathway	1/32	0.2810395939301125	0.6021144303946966	0	0	3.1252371916508537	3.9667376700214394	PRKCA
Signaling by ERBB2	2/102	0.28108913459752416	0.6021144303946966	0	0	1.9403940886699507	2.4625220340601093	ITPR2;PRKCA
Chromosome maintenance	2/103	0.28488473111227847	0.6069283401957237	0	0	1.9210847193093694	2.4122496650883947	RSF1;SYNE1
Amoebiasis	2/105	0.2924698877500097	0.6153334748086299	0	0	1.8835907982208617	2.315674407316758	ITGB2;PRKCA
TOR signaling	1/34	0.2957264673487171	0.6153334748086299	0	0	2.935531788472965	3.5764181121335956	PRKCA
EGF receptor transactivation by GPCRs in cardiac hypertrophy	1/34	0.2957264673487171	0.6153334748086299	0	0	2.935531788472965	3.5764181121335956	PRKCA
Arf6 signal transduction regulation	1/35	0.3029575526481264	0.6153334748086299	0	0	2.8490484429065743	3.402227020768557	IPCEF1
Base excision repair	1/35	0.3029575526481264	0.6153334748086299	0	0	2.8490484429065743	3.402227020768557	PARP3
Signal transduction by L1	1/35	0.3029575526481264	0.6153334748086299	0	0	2.8490484429065743	3.402227020768557	NRP1
Interleukin-7 signaling pathway	1/35	0.3029575526481264	0.6153334748086299	0	0	2.8490484429065743	3.402227020768557	NMI
MEF2D role in T cell apoptosis	1/35	0.3029575526481264	0.6153334748086299	0	0	2.8490484429065743	3.402227020768557	PRKCA
PIK3C1/AKT pathway	1/35	0.3029575526481264	0.6153334748086299	0	0	2.8490484429065743	3.402227020768557	MAP3K5
