Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Calcium signaling by HBx of hepatitis B virus	3/15	0.008389618026717297	0.13056674937983476	0	0	8.454268292682928	40.41783010717407	SRC;FOS;RAF1
ERBB2/ERBB3 signaling events	5/44	0.008434544533581056	0.13056674937983476	0	0	4.3446297292451135	20.747429797147994	SRC;CHRNE;FOS;JAK2;RAF1
Tumor necrosis factor (TNF) pathway	4/30	0.010360470336410832	0.15588594959599641	0	0	5.2079473754866425	23.799057328231214	NFKBIA;TNFAIP3;NFKB2;BIRC3
Interleukin-4 signaling pathway	8/104	0.010472957853994592	0.15588594959599641	0	0	2.8305506736965436	12.904363864348134	NFKBIA;ATF2;CEBPB;CD40LG;SRC;FOS;JAK2;ETS1
Alternative NF-kappaB pathway	2/6	0.011538439080287167	0.1644422098338673	0	0	16.88608695652174	75.34692378759966	NFKB2;RELB
Retinoblastoma protein regulation	6/66	0.011821934372439884	0.1644422098338673	0	0	3.3910683012259195	15.048878254306112	ATF2;BRD2;CEBPB;CREBBP;CBX4;RAF1
Signaling by TGF-beta receptor complex	6/66	0.011821934372439884	0.1644422098338673	0	0	3.3910683012259195	15.048878254306112	PPP1R15A;CCNT2;TGIF2;NCOR1;UBE2D3;JUNB
Cadmium-induced DNA biosynthesis and proliferation in macrophages	3/17	0.012014008699494176	0.1644422098338673	0	0	7.245769039323046	32.03848594637709	NFKBIA;FOS;RAF1
Diurnally regulated genes with circadian orthologs	5/48	0.01211008522032356	0.1644422098338673	0	0	3.939664986176614	17.388565079866144	DNAJA1;PER1;CEBPB;BTG1;ARNTL
Ceramide signaling pathway	5/49	0.01317487580400707	0.17581644607416333	0	0	3.849928480610299	16.66804826410907	NFKBIA;PRKCD;RAF1;BIRC3;NSMAF
Signaling by interleukins	8/109	0.013651671016639702	0.1790713749177471	0	0	2.6897283752979866	11.549406773353178	RIPK2;IL1R2;CASP1;PELI1;RAF1;IL7R;JAK2;NFKB2
Effect of METS on macrophage differentiation	3/18	0.014112860297135108	0.1790713749177471	0	0	6.762369337979094	28.812216184116465	RBL2;FOS;ETS1
Phosphatidylcholine biosynthesis	3/18	0.014112860297135108	0.1790713749177471	0	0	6.762369337979094	28.812216184116465	CHKB;CHKA;LPIN2
Negative regulators of RIG-I/MDA5 signaling	4/33	0.01445767475976318	0.17971086966178895	0	0	4.668472046699163	19.778121320615156	CYLD;UBE2D3;TNFAIP3;ISG15
Adipogenesis	9/133	0.01507166780037447	0.17971086966178895	0	0	2.4660807587460245	10.345057371096809	RBL2;CEBPB;NCOR1;GADD45B;GADD45A;DDIT3;RORA;AHR;LPIN2
Thymic stromal lymphopoietin (TSLP) pathway	7/90	0.01528092704253769	0.17971086966178895	0	0	2.8615514690340307	11.964575429019279	CD86;CD274;CXCL10;CD83;IRF1;CCR6;IL7R
Nuclear receptor transcription pathway	5/51	0.015490103635975007	0.17971086966178895	0	0	3.6821602310732744	15.34560135687576	NR4A2;NR4A1;RORC;RORA;NRBP1
Interleukin-1 processing	2/7	0.015847185773318565	0.17971086966178895	0	0	13.508173913043478	55.98818413531613	CASP1;NFKB2
Internal ribosome entry pathway	2/7	0.015847185773318565	0.17971086966178895	0	0	13.508173913043478	55.98818413531613	EIF4A2;EIF4G3
PELP1 modulation of estrogen receptor activity	2/7	0.015847185773318565	0.17971086966178895	0	0	13.508173913043478	55.98818413531613	CREBBP;SRC
EPO receptor signaling	4/34	0.01602073644271762	0.17971086966178895	0	0	4.512623618382781	18.654605571456987	SRC;FOS;JAK2;RAF1
RIG-I-like receptor signaling pathway	6/71	0.016535245310425536	0.18283256957527663	0	0	3.1294085949077193	12.837651134974909	NFKBIA;CXCL10;CYLD;ISG15;TANK;NFKBIB
Fas signaling pathway	8/115	0.018332902252157803	0.1998544555376076	0	0	2.538114087676363	10.15006518381133	NFAT5;RIPK2;SRC;CSNK1A1;CSNK1E;MAPK6;NFKB2;BIRC3
Interleukin-3 regulation of hematopoietic cells	3/20	0.018895800143494852	0.20034725083650706	0	0	5.966181594589055	23.67867456260371	CD86;FOS;CCR3
Sprouty regulation of tyrosine kinase signals	3/20	0.018895800143494852	0.20034725083650706	0	0	5.966181594589055	23.67867456260371	SH3KBP1;SRC;RAF1
Binding of chemokines to chemokine receptors	5/54	0.019447553802700166	0.20170984976670894	0	0	3.456186670472385	13.617492941291593	CXCL10;CXCR3;CCR9;CCR6;CCR3
T cell receptor signaling pathway	9/139	0.01954552807816947	0.20170984976670894	0	0	2.3515303358613218	9.253292474596764	NFKBIA;NFAT5;CD40LG;CD28;BCL10;FOS;RAF1;NFKBIE;NFKBIB
Bystander B cell activation	2/8	0.020729487627606527	0.2083717327762007	0	0	11.256231884057971	43.63138429667403	CD40LG;CD28
Stabilization of mRNA by HuR	2/8	0.020729487627606527	0.2083717327762007	0	0	11.256231884057971	43.63138429667403	ANP32A;PRKCD
p53 activity regulation	8/118	0.021060830992469803	0.20881076959321118	0	0	2.468509346540981	9.52928614772235	CREBBP;GADD45B;GADD45A;CSNK1A1;PRKCD;E4F1;CSNK1E;DDB2
Chemokine signaling pathway	11/189	0.02156983728687615	0.20881076959321118	0	0	2.1012327788144676	8.061294166237502	NFKBIA;CXCL10;PLCB4;CXCR3;PRKCD;CCR9;CCR6;RAF1;JAK2;CCR3;NFKBIB
Cytosolic sensors of pathogen-associated DNA	3/21	0.021582508485086426	0.20881076959321118	0	0	5.634436701509872	21.612978456376375	NFKBIA;NFKB2;NFKBIB
Toll-like receptor signaling pathway regulation	9/142	0.02211105309331988	0.20943403267882318	0	0	2.2981308906067985	8.759734165180495	CD86;NFKBIA;CXCL10;CYLD;RNF216;PELI1;TNFAIP3;FOS;NFKB2
Cytosolic DNA-sensing pathway	5/56	0.022423421989816686	0.20943403267882318	0	0	3.3203071438365557	12.609361907534325	NFKBIA;CXCL10;AIM2;CASP1;NFKBIB
Protein processing in the endoplasmic reticulum	10/166	0.02245868825884021	0.20943403267882318	0	0	2.178243567132456	8.268781906190766	PPP1R15A;DNAJA1;DNAJC1;DDIT3;UBE2D3;HSPA4L;SEC62;HSPA1B;ATF4;HSPA1A
Nuclear receptors	4/38	0.023310449137151287	0.2104137438536777	0	0	3.98090545118571	14.963640619716921	NR4A2;NR4A1;RORC;RORA
p38 alpha/beta MAPK downstream pathway	4/38	0.023310449137151287	0.2104137438536777	0	0	3.98090545118571	14.963640619716921	ATF2;CEBPB;GDI1;DDIT3
Mitochondrial pathway of apoptosis: caspases	6/77	0.02372878599732962	0.2104137438536777	0	0	2.8640635406132064	10.714651789969615	ANP32A;ACIN1;BCL10;HSPA1B;BIRC3;HSPA1A
Transcriptional regulation of white adipocyte differentiation	6/77	0.02372878599732962	0.2104137438536777	0	0	2.8640635406132064	10.714651789969615	HELZ2;CEBPB;CREBBP;MED13;NCOR1;KLF4
Mechanism of gene regulation by peroxisome proliferators via PPAR-alpha	5/57	0.024015966069217277	0.2104137438536777	0	0	3.2562869822485205	12.142812740788775	NFKBIA;CREBBP;NCOR1;DUSP1;HSPA1A
T cell receptor downstream signaling	3/22	0.02446671440159043	0.2104137438536777	0	0	5.337612323491656	19.80489924217207	NFKBIA;RIPK2;BCL10
TRAF6 mediated NF-kB activation	3/22	0.02446671440159043	0.2104137438536777	0	0	5.337612323491656	19.80489924217207	NFKBIA;NFKB2;NFKBIB
Angiotensin II-mediated activation of JNK pathway via Pyk2-dependent signaling	4/39	0.02539975549924832	0.21603748083976043	0	0	3.8669658439291945	14.20342637606054	ATF2;SRC;FOS;RAF1
HIV-1 Nef as negative effector of Fas and TNF	5/58	0.025679578205389256	0.21604340794534002	0	0	3.194682675814751	11.699117164934362	NFKBIA;PRKCD;TRAF1;CDK11B;BIRC3
Deadenylation of mRNA	3/23	0.027548187193692106	0.2198174936898731	0	0	5.070470383275262	18.212209560302213	EIF4A2;PAN2;PAN3
Downregulation of SMAD2/3-SMAD4 transcriptional activity	3/23	0.027548187193692106	0.2198174936898731	0	0	5.070470383275262	18.212209560302213	TGIF2;NCOR1;UBE2D3
Hypoxia and p53 in the cardiovascular system	3/23	0.027548187193692106	0.2198174936898731	0	0	5.070470383275262	18.212209560302213	GADD45A;HSPA1A;NFKBIB
Modulation of interferon signaling by chaperones	3/23	0.027548187193692106	0.2198174936898731	0	0	5.070470383275262	18.212209560302213	NFKBIA;JAK2;HSPA1A
Th1/Th2 differentiation pathway	3/23	0.027548187193692106	0.2198174936898731	0	0	5.070470383275262	18.212209560302213	CD86;CD40LG;CD28
ERBB1 internalization pathway	4/41	0.02990666361591652	0.2362016085583611	0	0	3.6575633224847883	12.836854750002562	SH3KBP1;SRC;UBE2D3;RAF1
Inhibition of cellular proliferation by Gleevec	3/24	0.030826162014109638	0.2409930274361613	0	0	4.8287705326032855	16.80118330840118	FOS;JAK2;RAF1
Signaling by the B cell receptor (BCR)	9/151	0.031243723572866335	0.2409930274361613	0	0	2.151470442372545	7.456860512861592	NFKBIA;NR4A1;IGKC;SH3KBP1;ORAI1;DAPP1;BCL10;NFKBIE;NFKBIB
Activation of the AP-1 family of transcription factors	2/10	0.032070131558042135	0.2409930274361613	0	0	8.441304347826087	29.03665331130836	ATF2;FOS
Glycoprotein 1b-IX-V activation signaling	2/10	0.032070131558042135	0.2409930274361613	0	0	8.441304347826087	29.03665331130836	SRC;RAF1
Splicing regulation through Sam68	2/10	0.032070131558042135	0.2409930274361613	0	0	8.441304347826087	29.03665331130836	SRC;RAF1
EGFR1 pathway	9/152	0.0323989628299511	0.24112305029213607	0	0	2.136314389835517	7.326765502754695	CLK1;BTG1;GADD45A;DUSP1;RAF1;YPEL5;PHLDA1;AREG;ZFP36L1
T cell signal transduction	6/83	0.03276614622374056	0.24141405556533702	0	0	2.6400709623126435	9.024711453858023	NFAT5;PRKCD;CD28;RAF1;MAPK6;NFKB2
Signaling events mediated by focal adhesion kinase	5/62	0.03306187324279809	0.24141405556533702	0	0	2.969880996196786	10.125436614524904	GRB7;SRC;RAF1;ETS1;MAPK8IP3
Corticotropin releasing hormone pathway	3/25	0.03429938170334629	0.2458122355406484	0	0	4.6090433956287615	15.544588583995973	NR4A2;NR4A1;FOS
TPO signaling pathway	3/25	0.03429938170334629	0.2458122355406484	0	0	4.6090433956287615	15.544588583995973	FOS;JAK2;RAF1
Myometrial relaxation and contraction pathways	9/155	0.036041570922209366	0.255928219209083	0	0	2.09209193517268	6.952193593750363	ATF2;RGS2;RGS1;RGS16;PRKCD;MAFF;FOS;ATF3;ATF4
G alpha i pathway	7/108	0.03689867882939859	0.25707709794289474	0	0	2.3493833593885705	7.751977247005765	RGS2;RGS1;SRC;RGS16;PRKCD;RAF1;MAPK6
Angiotensin II-stimulated signaling through G-proteins and beta-arrestin	5/64	0.03719978678243438	0.25707709794289474	0	0	2.8689107502666826	9.442882742219819	PLCB4;PRKCD;ORAI1;RAF1;MAPK6
Endothelins	5/64	0.03719978678243438	0.25707709794289474	0	0	2.8689107502666826	9.442882742219819	SRC;PRKCD;FOS;JAK2;RAF1
Estrogen receptor transcription factor targets	3/26	0.03796613637674702	0.25885361710786753	0	0	4.408422966217239	14.420218957467853	DDX5;CREBBP;NCOR1
CD28-dependent Vav1 pathway	2/11	0.038460162748584964	0.25885361710786753	0	0	7.5029951690821255	24.445750961136863	CD86;CD28
Erythropoietin-mediated neuroprotection through NF-kB	2/11	0.038460162748584964	0.25885361710786753	0	0	7.5029951690821255	24.445750961136863	NFKBIA;JAK2
Wnt interactions in lipid metabolism and immune response	4/45	0.040252662121899284	0.2685824179512935	0	0	3.3000468224577535	10.601661575030546	DUSP1;SIAH2;CYBB;FOS
Toll receptor cascades	9/159	0.04132175641912141	0.26976674043159615	0	0	2.0358802816901407	6.48705997005928	NFKBIA;ATF2;RIPK2;UBE2D3;PELI1;TNFAIP3;FOS;NFKB2;NFKBIB
HIF-1 transcriptional activity in hypoxia	5/66	0.04164151879813485	0.26976674043159615	0	0	2.774561504069701	8.819380904485039	NT5E;CREBBP;RORA;FOS;ETS1
Thyroid-stimulating hormone signaling pathway	5/66	0.04164151879813485	0.26976674043159615	0	0	2.774561504069701	8.819380904485039	RBL2;SRC;FOS;JAK2;RAF1
FSH signaling pathway	3/27	0.04182430084210793	0.26976674043159615	0	0	4.224520905923345	13.409802709815498	SRC;RAF1;AREG
Lipid metabolism regulation by peroxisome proliferator-activated receptor alpha (PPAR-alpha)	7/112	0.04354891961143824	0.2785691221425884	0	0	2.2594152046783624	7.0807143950896645	HELZ2;CREBBP;MED13;NCOR1;RORA;GRHL1;ARNTL
T cell receptor signaling in naive CD4+ T cells	5/67	0.043977321574202095	0.27891924396736445	0	0	2.729669524024363	8.527709233225718	CD86;CD28;ORAI1;BCL10;FYB
Adrenergic pathway	8/137	0.045217534411808494	0.27891924396736445	0	0	2.102859634064931	6.511021909731626	RGS2;PLCB4;RGS1;SRC;RGS16;PRKCD;RAF1;MAPK6
Activation of chaperones by ATF6 alpha	2/12	0.04528700339751625	0.27891924396736445	0	0	6.7523478260869565	20.896728421532753	DDIT3;ATF4
Granzyme A-mediated apoptosis pathway	2/12	0.04528700339751625	0.27891924396736445	0	0	6.7523478260869565	20.896728421532753	CREBBP;ANP32A
PERK-regulated gene expression	3/28	0.04587136992696482	0.27891924396736445	0	0	4.055331010452962	12.498181843163831	DDIT3;ATF3;ATF4
Regulation of NFAT transcription factors	4/47	0.04609676013466856	0.27891924396736445	0	0	3.146231584074029	9.680994259823613	CD40LG;MAF;FOS;JUNB
Messenger RNA splicing: major pathway	5/68	0.04639014530604953	0.27891924396736445	0	0	2.686202686202686	8.248437242363078	SNRNP70;HNRNPH1;FUS;SRSF5;SRSF11
Interleukin-4 regulation of apoptosis	13/267	0.0468225944409494	0.27891924396736445	0	0	1.7395222538672028	5.325354998382233	CD86;CPM;CEBPB;GADD45B;DST;RIPK2;PTGER2;FOS;ITPKB;RGS2;MAF;GPR183;IL7R
Capped intron-containing pre-mRNA processing	8/138	0.046846901441547004	0.27891924396736445	0	0	2.086575638772475	6.386737631652372	NXF1;POLR2A;FUS;SNRNP70;HNRNPH1;SRSF5;SF3B1;SRSF11
p53 signaling pathway	8/139	0.04851416223708026	0.2866409280267185	0	0	2.070540254095172	6.26524675847204	DDX5;CREBBP;GADD45A;DUSP1;CASP1;ATF3;HSPA1B;DDB2
Intestinal immune network for IgA production	4/48	0.04918646135919316	0.2884115234243599	0	0	3.0745676661907027	9.261018623500012	CD86;CD40LG;CCR9;CD28
T cell receptor calcium pathway	3/29	0.05010449183457618	0.2915855389470824	0	0	3.899155722326454	11.672686541067653	CD40LG;FOS;JUNB
EGF/EGFR signaling pathway	8/141	0.051963242939725346	0.2945699568822683	0	0	2.0391928855530743	6.030339286943661	SH3GL3;IQSEC1;SH3KBP1;PRKCD;FOSB;FOS;RAF1;JAK2
Interleukin-5 signaling pathway	4/49	0.05238749465684192	0.2945699568822683	0	0	3.0060888113244135	8.865218539733126	FOS;JAK2;RAF1;CCR3
CBL-mediated ligand-induced downregulation of EGF receptors	2/13	0.05252022487048194	0.2945699568822683	0	0	6.138181818181818	18.086502284085835	SH3KBP1;SRC
Keap1-Nrf2 pathway	2/13	0.05252022487048194	0.2945699568822683	0	0	6.138181818181818	18.086502284085835	CEBPB;MAF
Signal regulatory protein (SIRP) family interactions	2/13	0.05252022487048194	0.2945699568822683	0	0	6.138181818181818	18.086502284085835	SRC;FYB
Inflammatory response pathway	3/30	0.054520499663354545	0.29717511788335504	0	0	3.7545489740611693	10.922653180409863	CD86;CD40LG;CD28
Ovarian infertility genes	3/30	0.054520499663354545	0.29717511788335504	0	0	3.7545489740611693	10.922653180409863	CEBPB;NCOR1;PTGER2
TRAF6-mediated IRF7 activation	3/30	0.054520499663354545	0.29717511788335504	0	0	3.7545489740611693	10.922653180409863	CREBBP;IRF1;TANK
p38-alpha and p38-beta regulation	3/30	0.054520499663354545	0.29717511788335504	0	0	3.7545489740611693	10.922653180409863	DUSP10;SRC;DUSP1
