Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Interactions of HIV Vpr protein with host cellular proteins	11/44	6.634307627677452E-10	3.73933702650911E-8	0	0	16.989583333333332	359.05100089358024	NUP205;NPM1;SEH1L;NUP188;NUP133;NUP85;HMGA1;SLC25A5;SLC25A4;NUP160;NUP37
Folding of actin by CCT/TriC	6/9	4.565178348759924E-9	2.3586754801926275E-7	0	0	100.78149100257069	1935.4892103504244	CCT3;CCT6A;CCT2;CCT8;CCT7;CCT5
Purine ribonucleoside monophosphate biosynthesis	6/11	2.4279622305881555E-8	1.1579512176651203E-6	0	0	60.462724935732645	1060.130952685703	ADSL;ATIC;IMPDH2;PPAT;GART;PFAS
HIV factor interactions with host	15/128	3.6204363757446115E-8	1.6033361092583279E-6	0	0	6.809035863996274	116.66660729365805	NUP205;NPM1;SEH1L;NUP188;NUP133;HMGA1;NUP160;PSMA7;NUP85;PSME3;SLC25A5;RPS27A;SLC25A4;AP1M1;NUP37
Non-coding RNA metabolism	9/50	5.111944668682641E-7	2.1129371297221583E-5	0	0	11.125742449134336	161.17324330607255	PRMT5;NUP205;SEH1L;NUP188;NUP133;NUP85;GEMIN5;NUP160;NUP37
Myc active pathway	11/85	8.939849578528246E-7	3.464191711679696E-5	0	0	7.5605644707207205	105.3003429794868	EIF4A1;KAT2A;NPM1;CDK4;MYC;RUVBL2;CAD;RPL11;CDCA7;HMGA1;EIF2S1
One-carbon metabolism	7/31	1.941034160505489E-6	7.079065761843547E-5	0	0	14.719394329896907	193.59373776555253	AHCYL2;AHCY;ATIC;MTHFD1L;MTHFD1;SHMT2;GART
HIV infection	16/200	2.456040409471078E-6	8.459694743733712E-5	0	0	4.455890788115177	57.55656349529787	NUP205;NPM1;SEH1L;NUP188;NUP133;HMGA1;PSMA7;NUP160;NUP85;POLR2B;PSME3;RPS27A;SLC25A5;SLC25A4;AP1M1;NUP37
Chemiosmotic coupling formation of ATP	5/13	3.3091104464498543E-6	1.0798149877888997E-4	0	0	31.40544871794872	396.30005462428966	ATP5B;ATP5A1;ATP5C1;ATP5F1;ATP5O
Mitochondrial protein import	8/52	7.591243840132507E-6	2.3532855904410773E-4	0	0	9.19003993422598	108.33692454505243	ATP5B;TOMM40;SAMM50;TOMM70A;ATP5A1;VDAC1;CYC1;SLC25A4
Transport of mature mRNAs derived from intronless transcripts	7/38	8.269879302993548E-6	2.4415834132647616E-4	0	0	11.391586298636515	133.31448871001373	NUP205;SEH1L;NUP188;NUP133;NUP85;NUP160;NUP37
Antiviral mechanism by interferon-stimulated genes	9/70	9.369690651146004E-6	2.5257426972654447E-4	0	0	7.470313429032532	86.49151655466328	EIF4A1;NUP205;SEH1L;NUP188;NUP133;NUP85;RPS27A;NUP160;NUP37
Nucleotide metabolism	9/70	9.369690651146004E-6	2.5257426972654447E-4	0	0	7.470313429032532	86.49151655466328	ADAL;ADSL;UCK2;ATIC;PPAT;IMPDH2;CAD;PFAS;GART
Transport of mature transcript to cytoplasm	8/55	1.1664322672478577E-5	2.951246224023763E-4	0	0	8.60212216174611	97.71129676814714	NUP205;SEH1L;NUP188;NUP133;NUP85;SRSF1;NUP160;NUP37
Cooperation of prefoldin and TriC/CCT  in actin and tubulin folding	6/27	1.1900186387192592E-5	2.951246224023763E-4	0	0	14.384135145060595	163.101082630634	CCT3;CCT6A;CCT2;CCT8;CCT7;CCT5
Extension of telomeres	6/28	1.4894857443959544E-5	3.551850621251891E-4	0	0	13.72960972189764	152.5976723257294	RFC1;DKC1;RUVBL2;POLE2;POLD2;NHP2
Hexose transport	7/42	1.6517145659109697E-5	3.7928260402400046E-4	0	0	10.087628865979381	111.07600707868302	NUP205;SEH1L;NUP188;NUP133;NUP85;NUP160;NUP37
Association of TriC/CCT with target proteins during biosynthesis	6/29	1.8469543345022677E-5	4.0896845978264496E-4	0	0	13.131999552922768	143.13075162223757	CCT3;CCT6A;CCT2;CCT8;CCT7;CCT5
Capped intron-containing pre-mRNA processing	12/138	1.937938140828455E-5	4.1431780941849727E-4	0	0	4.843715031704588	52.56060914283921	NUP205;SEH1L;SF3B3;NUP188;NUP133;NUP85;POLR2B;PCBP1;CSTF2;SRSF1;NUP160;NUP37
Purine metabolism	13/164	2.370773873897139E-5	4.899599339387421E-4	0	0	4.384418016018862	46.69277615425502	PRPS2;ADSL;NUDT5;PFAS;ADAL;ATIC;POLR2B;PPAT;POLR1B;IMPDH2;POLE2;POLD2;GART
Messenger RNA processing	14/203	5.457658260648498E-5	0.0010915316521296996	0	0	3.774861475648877	37.05368411398383	NUP205;SEH1L;SF3B3;NUP188;NUP133;PRMT1;CSTF2;SRSF1;NUP160;LSM11;NUP85;POLR2B;PCBP1;NUP37
Parkinson's disease	11/131	5.916570790701942E-5	0.0011463355906985012	0	0	4.6513671875	45.281843057004856	ATP5B;ATP5A1;UQCRC1;ATP5C1;VDAC1;PARK7;CYC1;ATP5O;ATP5F1;SLC25A5;SLC25A4
T cell receptor regulation of apoptosis	27/603	7.257995887989788E-5	0.0013636234698647482	0	0	2.4238705842391304	23.101478417348137	NOP2;ATP5C1;MGST2;PHB;RPL10A;RPL6;RPL7A;RPS14;MYC;RPL14;HMGN1;EIF5A;TRAP1;RPL23;IFRD2;ATP11B;DHCR24;CDK4;RPS29;DNAJA3;BCL2;VDAC1;RPS20;SLC25A5;RPL28;GART;RPS24
HIV life cycle	10/118	1.1812292640282788E-4	0.0021540063049927437	0	0	4.689033189033189	42.40660673734045	NUP205;SEH1L;NUP188;NUP133;NUP85;POLR2B;HMGA1;RPS27A;NUP160;NUP37
Telomere extension by telomerase	3/6	1.4628360517954868E-4	0.002591309577466291	0	0	50.005102040816325	441.5432167953614	DKC1;RUVBL2;NHP2
p53 activity regulation	9/118	5.616086145830007E-4	0.00967214836226279	0	0	4.170366497124115	31.21396449926622	RPL5;PRMT5;TRIM28;CDK4;RPL23;SETD7;RPL11;SMYD2;BCL2
Protein folding	6/53	5.989842775610247E-4	0.010037033840211766	0	0	6.418421484439096	47.62645381550761	CCT3;CCT6A;CCT2;CCT8;CCT7;CCT5
Electron transport reaction in mitochondria	3/10	8.274363881797152E-4	0.013500277912405878	0	0	21.426384839650147	152.06687408760558	ATP5A1;UQCRC1;SLC25A4
DNA replication	12/207	8.824333665205498E-4	0.014028427878018997	0	0	3.118698533842137	21.933268118688343	SEH1L;NUP133;RFC1;NUP85;PSME3;RCC2;POLE2;POLD2;RPS27A;PSMA7;NUP160;NUP37
Metabolism	50/1615	0.0010147693294092492	0.015728924605843363	0	0	1.6706023984812706	11.515619292479068	AHCYL2;NUP188;ATP5C1;PFAS;CNDP2;ADAL;ATIC;PPAT;PHGDH;PGLS;PDK1;ADSL;NUP133;CAD;ACSL6;ATP5F1;LSS;MTHFD1;POLR1B;UQCRC1;TKT;GART;PRPS2;NUP205;AHCY;SHMT2;ATP5A1;MRI1;MGST2;CACNA1C;ATP5O;NUP160;SRM;ATP5B;MTHFD1L;NUP85;POLR2B;OXCT1;POLD2;CYC1;B3GALNT1;GAD2;DHCR24;UCK2;FASN;IMPDH2;POLE2;STT3B;GALK1;NUP37
Telomere maintenance	6/59	0.0010645888883854086	0.016002637308311637	0	0	5.6900615996507735	38.94941946957864	RFC1;DKC1;RUVBL2;POLE2;POLD2;NHP2
Respiratory electron transport, ATP biosynthesis by chemiosmotic coupling, and heat production by uncoupling proteins	7/81	0.0011018417887169918	0.016002637308311637	0	0	4.761667595430482	32.430633027305156	ATP5B;ATP5A1;UQCRC1;ATP5C1;CYC1;ATP5F1;ATP5O
Huntington's disease	11/184	0.0011159002823531129	0.016002637308311637	0	0	3.2176059730250484	21.873587125152365	ATP5B;POLR2B;ATP5A1;UQCRC1;ATP5C1;VDAC1;CYC1;ATP5O;ATP5F1;SLC25A5;SLC25A4
Electron transport chain	8/105	0.0011356710347834064	0.016002637308311637	0	0	4.157382988358774	28.18926665385083	ATP5B;ATP5A1;UQCRC1;ATP5C1;ATP5O;ATP5F1;SLC25A5;SLC25A4
Cytosolic tRNA aminoacylation	4/24	0.001164195482300058	0.016040026645023023	0	0	10.017902813299234	67.67819651997065	DARS;KARS;RARS;FARSB
S phase	8/112	0.0017196006861654874	0.023177226639621785	0	0	3.8761677598886903	24.674378366594407	RFC1;CDK4;MYC;PSME3;POLE2;POLD2;RPS27A;PSMA7
Cell cycle	19/453	0.0017900328329948148	0.023613199073548623	0	0	2.232136729091087	14.119428461972742	NPM1;SEH1L;RFC1;NUP133;RCC2;PSMA7;NUP160;NUP85;CDK4;DKC1;MYC;PSME3;RUVBL2;POLE2;POLD2;NHP2;RPS27A;YWHAG;NUP37
Rev-mediated nuclear export of HIV-1 RNA	4/27	0.0018351538665584079	0.023704070776379434	0	0	8.709885466473924	54.8777391015259	NUP205;SEH1L;NUP188;NUP85
Interferon signaling	10/168	0.0019123153942507823	0.024196643763989494	0	0	3.196942298208121	20.0110701704715	EIF4A1;NUP205;SEH1L;SOCS1;NUP188;NUP133;NUP85;RPS27A;NUP160;NUP37
Tricarboxylic acid (TCA) cycle and respiratory electron transport	8/117	0.0022656443250956546	0.028093989631186117	0	0	3.6974136500485977	22.516864931505726	ATP5B;ATP5A1;UQCRC1;ATP5C1;CYC1;ATP5O;ATP5F1;PDK1
Alanine, aspartate and glutamate metabolism	4/32	0.003479685347523526	0.04215963485044762	0	0	7.152721958348557	40.49022435594482	ADSL;PPAT;CAD;GAD2
Gap-filling DNA repair biosynthesis and ligation in global genomic nucleotide excision repair	3/16	0.003535969374553672	0.04215963485044762	0	0	11.533751962323391	65.10535163574856	RFC1;POLE2;POLD2
Global genomic nucleotide excision repair (GG-NER)	4/33	0.003898836261556116	0.04560902796537343	0	0	6.905723608783843	38.30658173703531	RFC1;POLE2;POLD2;XPC
Chromosome maintenance	7/103	0.0043448950195795295	0.04988583170628348	0	0	3.666317654639175	19.94019864266375	NPM1;RFC1;DKC1;RUVBL2;POLE2;POLD2;NHP2
DNA repair	7/105	0.004827561398834415	0.05355192357682877	0	0	3.5911266568483065	19.15296455962652	RFC1;POLR2B;APEX1;POLE2;POLD2;XPC;RPS27A
Base excision repair	4/35	0.00483694793597163	0.05355192357682877	0	0	6.459533041828232	34.43881533979036	PARP1;APEX1;POLE2;POLD2
Nucleotide excision repair	5/58	0.0056938354538672254	0.061932947042064555	0	0	4.729559748427673	24.444120339035106	RFC1;POLR2B;POLE2;POLD2;XPC
Apoptotic signaling in response to DNA damage	3/20	0.006789917433024734	0.07135167471992093	0	0	8.81812725090036	44.02288215234313	PARP1;BCL2;EIF2S1
Skeletal muscle hypertrophy is regulated via AKT/mTOR pathway	3/20	0.006789917433024734	0.07135167471992093	0	0	8.81812725090036	44.02288215234313	EIF2B5;RPS6;EIF2S1
Carbohydrate metabolism	11/235	0.007266722387790238	0.07508946467383247	0	0	2.4785039992559526	12.20526884524432	PRPS2;NUP205;SEH1L;NUP188;NUP133;NUP85;PGLS;TKT;NUP160;GALK1;NUP37
Folate metabolism	5/63	0.008064515429754818	0.08196720600734406	0	0	4.3207338638373125	20.827154168393008	SCARB1;AHCY;MTHFD1;SHMT2;GART
Destabilization of mRNA by AUF1 (hnRNP D0)	5/66	0.009775550631526606	0.09485794868960329	0	0	4.1076082387557795	19.00948040714853	CDK4;PSME3;PABPC1;RPS27A;PSMA7
Recycling of eIF2-GDP complex	2/8	0.010068957745723368	0.09485794868960329	0	0	16.623409669211195	76.43939274054206	EIF2B5;EIF2S1
S6K1 signaling	2/8	0.010068957745723368	0.09485794868960329	0	0	16.623409669211195	76.43939274054206	RPS6;EIF4B
Binding of RNA by insulin-like growth factor 2 mRNA binding proteins (IGF2BPs/IMPs/VICKZs)	2/8	0.010068957745723368	0.09485794868960329	0	0	16.623409669211195	76.43939274054206	MYC;IGF2BP2
Deadenylation of mRNA	3/23	0.010097781634699704	0.09485794868960329	0	0	7.494260204081633	34.43941951041419	EIF4A1;PABPC1;EIF4B
Sulfur amino acid metabolism	3/24	0.011374011802623214	0.10525204951681183	0	0	7.137026239067056	31.94835691845037	AHCY;MRI1;CNDP2
M phase pathway	6/96	0.011944492456701728	0.10890566651698634	0	0	3.3444730077120823	14.807604038188602	SEH1L;NUP133;NUP85;RCC2;NUP160;NUP37
Integration of energy metabolism	7/125	0.012134218669596741	0.10903210978478232	0	0	2.9794032849903895	13.144310425597242	PRKAR1B;FASN;CACNA1C;SLC25A5;TKT;SLC25A4;STX1A
Transfer RNA aminoacylation	4/46	0.012727577696669781	0.11124146961787268	0	0	4.7650712458896605	20.794695474439305	DARS;KARS;RARS;FARSB
C-Myc pathway	3/25	0.012738942488498321	0.11124146961787268	0	0	6.812268089053803	29.722549945149233	KAT2A;MYC;RUVBL2
Cyclin A-Cdk2-associated events at S phase entry	5/72	0.013913630646612375	0.11981181945693989	0	0	3.738614619211634	15.982152406488817	CDK4;MYC;PSME3;RPS27A;PSMA7
Pyrimidine metabolism	6/100	0.014392627018705922	0.12223875002188592	0	0	3.2014986599573376	13.577681367213101	UCK2;POLR2B;POLR1B;POLE2;CAD;POLD2
RANKL regulation of apoptosis and immune response	5/74	0.015519425664705917	0.12876022560287373	0	0	3.629877369007804	15.120845019559596	CDK4;PRMT3;BCL2;RPS20;RPL17
Pentose phosphate pathway	3/27	0.01573823846595724	0.12876022560287373	0	0	6.243941326530612	25.922733665498043	PRPS2;PGLS;TKT
Deadenylation-dependent mRNA decay	4/49	0.015783511525513556	0.12876022560287373	0	0	4.446717817561807	18.448496005031075	EIF4A1;DIS3;PABPC1;EIF4B
Interleukin-2 signaling pathway	26/847	0.017957771345547973	0.14260250320279289	0	0	1.6120997263565815	6.480209362941525	NOLC1;CACNA1C;ATIC;SOCS1;SAMM50;MYC;TRAP1;PRMT5;ADSL;RPL21;RPS6;OSM;IMMT;GAD2;PA2G4;PPRC1;SMAD5;RNF144A;BOP1;UCK2;MYCN;MTHFD1;KARS;DKC1;BCL2;ABCE1
Oxidative phosphorylation	7/136	0.01852038787174752	0.14260250320279289	0	0	2.7238072404699114	10.864948687103027	ATP5B;ATP5A1;UQCRC1;ATP5C1;CYC1;ATP5O;ATP5F1
ALK2 pathway	2/11	0.01901980315551103	0.14260250320279289	0	0	11.080576759966073	43.90428753091546	FKBP1A;SMAD5
SUMOylation as a mechanism to modulate CtBP-dependent gene responses	2/11	0.01901980315551103	0.14260250320279289	0	0	11.080576759966073	43.90428753091546	CTBP1;SAE1
eIF2 regulation	2/11	0.01901980315551103	0.14260250320279289	0	0	11.080576759966073	43.90428753091546	EIF2B5;EIF2S1
Mammalian target of rapamycin complex 1 (mTORC1)-mediated signaling	2/11	0.01901980315551103	0.14260250320279289	0	0	11.080576759966073	43.90428753091546	RPS6;EIF4B
Diabetes pathways	7/137	0.019198781105692696	0.14260250320279289	0	0	2.702716098334655	10.68358940046967	IGFBP4;DIS3;MYC;HDGF;IGF2BP2;EIF2S1;STX1A
Alzheimer's disease	8/169	0.019320339143604197	0.14260250320279289	0	0	2.496541319594909	9.852842223485489	ATP5B;ATP5A1;UQCRC1;ATP5C1;CACNA1C;CYC1;ATP5O;ATP5F1
Butanoate metabolism	3/30	0.02091912939529668	0.15258659088334048	0	0	5.549319727891157	21.459725799555958	OXCT1;GAD2;AACS
Alanine and aspartate metabolism	2/12	0.022529170402586854	0.16241960057678895	0	0	9.97201017811705	37.82327963447427	DARS;GAD2
mTOR signaling pathway	6/113	0.024718167598874005	0.17494448533851736	0	0	2.810657569132451	10.400042287206846	FKBP1A;EIF4A1;RRN3;RPS6;YWHAG;EIF4B
Glycine, serine and threonine metabolism	3/32	0.024830830177079884	0.17494448533851736	0	0	5.166080225193526	19.09212380846537	SHMT2;PHGDH;GCAT
Transcription	8/181	0.027697534811582773	0.19126621533857072	0	0	2.3219369389553552	8.327422189325294	LSM11;RRN3;POLR2B;POLR1B;CSTF2;SRSF1;GTF3A;POLRMT
mRNA stability regulation by proteins that bind AU-rich elements	5/86	0.02776445061366349	0.19126621533857072	0	0	3.090218423551757	11.075339219072182	DIS3;PSME3;PABPC1;RPS27A;PSMA7
Cysteine and methionine metabolism	3/34	0.029108536754578977	0.19832189876746115	0	0	4.832290980908493	17.090478465433744	AHCYL2;AHCY;SRM
Polyamine metabolism	2/14	0.030268243514471823	0.19964160615928225	0	0	8.30916030534351	29.062585933346146	MRI1;SRM
CARM1 transcriptional regulation by protein methylation	2/14	0.030268243514471823	0.19964160615928225	0	0	8.30916030534351	29.062585933346146	PRKAR1B;BCL2
Leading strand biosynthesis	2/14	0.030268243514471823	0.19964160615928225	0	0	8.30916030534351	29.062585933346146	RFC1;POLD2
Interleukin-2/PI3K pathway	3/35	0.03138400212860912	0.2037327465704439	0	0	4.681042729591836	16.203228134178183	MYC;RPS6;BCL2
EGFR1 pathway	7/152	0.03154571559800422	0.2037327465704439	0	0	2.421258442943477	8.368637919716733	NUP205;ADSL;PIK3IP1;CDK4;MYC;PPAT;CAD
Selenium metabolism and selenoproteins	2/16	0.03889646121003278	0.24359399949717503	0	0	7.121410396219557	23.122165615989495	RPL30;FBXO17
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	2/16	0.03889646121003278	0.24359399949717503	0	0	7.121410396219557	23.122165615989495	FKBP1A;RPS27A
Glyoxylate and dicarboxylate metabolism	2/16	0.03889646121003278	0.24359399949717503	0	0	7.121410396219557	23.122165615989495	MTHFD1;MTHFD1L
FAS pathway and stress induction of heat shock protein regulation	3/39	0.041385279063944236	0.2520782641268988	0	0	4.160076530612245	13.249136701518212	PARP1;BCL2;LMNB2
Signaling by TGF-beta receptor complex	4/66	0.04147094022732852	0.2520782641268988	0	0	3.2246514314000496	10.263299111337501	FKBP1A;PARP1;MYC;RPS27A
Thyroid-stimulating hormone signaling pathway	4/66	0.04147094022732852	0.2520782641268988	0	0	3.2246514314000496	10.263299111337501	CDK4;MYC;APEX1;RPS6
Eukaryotic protein translation	2/17	0.04351848361148713	0.2619559207681749	0	0	6.646310432569974	20.8333221058981	EIF4A1;EIF2S1
Transcriptional activity of SMAD2/SMAD3-SMAD4 heterotrimer	3/41	0.04691593767430153	0.2796911669044899	0	0	3.940722341568206	12.056237415012859	PARP1;MYC;RPS27A
Fatty acyl-CoA biosynthesis	2/18	0.0483328021352234	0.285393688798462	0	0	6.2305979643765905	18.876498820835213	FASN;ACSL6
Messenger RNA splicing: minor pathway	3/42	0.04981080775212726	0.2900406792569683	0	0	3.8394819466248036	11.51661554102508	SF3B3;POLR2B;SRSF1
Mitotic G1-G1/S phases	6/135	0.05163380278224161	0.2900406792569683	0	0	2.3286901416870927	6.901256568694286	CDK4;MYC;PSME3;POLE2;RPS27A;PSMA7
Immune system signaling by interferons, interleukins, prolactin, and growth hormones	10/280	0.05225143230951324	0.2900406792569683	0	0	1.86002886002886	5.490224820956821	EIF4A1;NUP205;SEH1L;SOCS1;NUP188;NUP133;NUP85;RPS27A;NUP160;NUP37
Cleavage of growing transcript in the termination region	3/43	0.05279071987444321	0.2900406792569683	0	0	3.7433035714285716	11.010627480751491	LSM11;CSTF2;SRSF1
Resolution of abasic sites (AP sites)	2/19	0.05333006037950707	0.2900406792569683	0	0	5.863792845382428	17.188272813451654	APEX1;POLD2
TP53 network	2/19	0.05333006037950707	0.2900406792569683	0	0	5.863792845382428	17.188272813451654	MYC;BCL2
