Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
p53 Pathway	10/200	0.005938783051100031	0.025914689677527407	0	0	2.69698652964866	13.825430002879878	CYFIP2;ST14;CCND3;RAP2B;RXRA;EI24;BAK1;HRAS;CTSD;DEF6
Androgen Response	6/100	0.013436481822728838	0.05338271055320157	0	0	3.252652630409422	14.018222936835631	CCND3;CDK6;STK39;AKT1;GPD1L;FKBP5
Pperoxisome	6/104	0.016044754751612263	0.05338271055320157	0	0	3.119251878297011	12.889913145322502	FIS1;SMARCC1;TSPO;ABCD1;HRAS;YWHAH
IL-2/STAT5 Signaling	9/199	0.016198647282449748	0.05338271055320157	0	0	2.42090027700831	9.980954336823482	CCND3;RNH1;MYO1C;GLIPR2;CTSZ;IL2RB;CD48;CAPG;PLEC
Myc Targets V1	9/200	0.016682097047875488	0.05338271055320157	0	0	2.408101405345825	9.857368450309725	SMARCC1;PSMB2;SNRPD1;PSMD3;GOT2;EIF4H;DEK;COX5A;PPM1G
Mitotic Spindle	8/199	0.04132412782779766	0.10699169689361859	0	0	2.1349163815256076	6.802502727104197	CDC42;CAPZB;ARHGDIA;FLNA;CEP250;ARHGEF2;ARHGAP27;ARHGAP4
Estrogen Response Late	8/200	0.0423508800203907	0.10699169689361859	0	0	2.1236876640419946	6.714603617279648	KCNK5;SLC9A3R1;ST14;DUSP2;PTPN6;PKP3;LARGE1;FKBP5
Complement	8/200	0.0423508800203907	0.10699169689361859	0	0	2.1236876640419946	6.714603617279648	GNB2;ANXA5;WAS;CALM3;PFN1;CTSD;GNAI2;PSMB9
Glycolysis	8/200	0.0423508800203907	0.10699169689361859	0	0	2.1236876640419946	6.714603617279648	PYGB;COPB2;CHPF;MDH2;B3GAT3;GOT2;TALDO1;B4GALT7
Apical Surface	3/44	0.053822185009918706	0.1291732440238049	0	0	3.7097181852647543	10.840054496428207	IL2RB;FLOT2;THY1
Inflammatory Response	7/200	0.09643907274473094	0.2204321662736707	0	0	1.8436643789165288	4.312043076682202	SEMA4D;IL2RB;EIF2AK2;CD48;EMP3;LY6E;TAPBP
mTORC1 Signaling	6/200	0.1953866483086077	0.3907732966172154	0	0	1.5679524104330973	2.560113295864609	SLC9A3R1;ACTR2;FKBP2;RPA1;CORO1A;CDC25A
Oxidative Phosphorylation	6/200	0.1953866483086077	0.3907732966172154	0	0	1.5679524104330973	2.560113295864609	ACAA2;NDUFB7;MDH2;GOT2;COX5A;SDHB
KRAS Signaling Up	6/200	0.1953866483086077	0.3907732966172154	0	0	1.5679524104330973	2.560113295864609	HSD11B1;MAP4K1;LAPTM5;LCP1;PSMB8;GADD45G
Epithelial Mesenchymal Transition	5/200	0.34933430608857363	0.6449248727789052	0	0	1.296474358974359	1.3635356855741485	ITGB1;FLNA;CAPG;THY1;EMP3
heme Metabolism	5/200	0.34933430608857363	0.6449248727789052	0	0	1.296474358974359	1.3635356855741485	RBM38;CCND3;UCP2;E2F2;LRP10
Bile Acid Metabolism	3/112	0.3720735680466966	0.6558408870365469	0	0	1.3905499833626467	1.3747862647420164	ABCA2;RXRA;ABCD1
Apoptosis	4/161	0.382573850771319	0.6558408870365469	0	0	1.2873852262387295	1.2369629434586276	PRF1;HMGB2;TSPO;CDC25B
Cholesterol Homeostasis	2/74	0.42339528672155147	0.6918356523622361	0	0	1.402454780361757	1.2053384319020017	ABCA2;ANXA5
Notch Signaling	1/32	0.4668879854101972	0.6918356523622361	0	0	1.6278683072830062	1.2398917956587323	LFNG
Coagulation	3/138	0.5046961271549769	0.6918356523622361	0	0	1.1212435233160623	0.7667049300314219	WDR1;GNB2;CAPN2
IL-6/JAK/STAT3 Signaling	2/87	0.5068916025826865	0.6918356523622361	0	0	1.187171302629579	0.806633157495193	BAK1;MYD88
Angiogenesis	1/36	0.5072351643788231	0.6918356523622361	0	0	1.4415316642120766	0.9784836527949775	PGLYRP1
Estrogen Response Early	4/200	0.5473894993635046	0.6918356523622361	0	0	1.0291545189504374	0.6201630228971426	KCNK5;SLC9A3R1;CELSR1;FKBP5
Myogenesis	4/200	0.5473894993635046	0.6918356523622361	0	0	1.0291545189504374	0.6201630228971426	ITGB1;MYO1C;FLII;LARGE1
Xenobiotic Metabolism	4/200	0.5473894993635046	0.6918356523622361	0	0	1.0291545189504374	0.6201630228971426	CYFIP2;HSD11B1;XDH;PSMB10
Protein Secretion	2/96	0.5599094613279234	0.6918356523622361	0	0	1.0730111605915664	0.6223252109162989	COPB2;AP2S1
DNA Repair	3/150	0.5609340377730928	0.6918356523622361	0	0	1.0290789891085967	0.5949640346504358	CMPK2;EDF1;NELFCD
Wnt-beta Catenin Signaling	1/42	0.5621164675443168	0.6918356523622361	0	0	1.2301986421926074	0.7086512689938842	AXIN2
Fatty Acid Metabolism	3/158	0.5962111965182751	0.7154534358219301	0	0	0.9755640982784556	0.5045230394042963	ACAA2;MDH2;YWHAH
Reactive Oxygen Species Pathway	1/49	0.6184855284865509	0.724080618715962	0	0	1.0504188144329898	0.504706792021385	CDKN2D
TGF-beta Signaling	1/54	0.6542598860449516	0.7477255840513731	0	0	0.9510795565065162	0.4034960983512396	PPP1CA
Myc Targets V2	1/58	0.6804542871815321	0.7595768787142684	0	0	0.8841562669560499	0.3403954188255951	DUSP2
Hypoxia	3/200	0.7496588611020943	0.8178096666568301	0	0	0.7659188343283975	0.22068957645340723	TPST2;LARGE1;HK1
UV Response Dn	2/144	0.7731581947346141	0.8247020743835883	0	0	0.7085562470429814	0.18229140005018163	RXRA;PIK3CD
TNF-alpha Signaling via NF-kB	2/200	0.9033999779429195	0.9426782378534811	0	0	0.5066948555320648	0.05147506965993855	DUSP2;B4GALT5
Spermatogenesis	1/135	0.9300944453721451	0.9498836888907013	0	0	0.37461532543468223	0.02714805189891676	TALDO1
KRAS Signaling Dn	1/200	0.980708478296953	0.980708478296953	0	0	0.25141169766357563	0.004897507783145711	LFNG
