Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
UV Response Dn	8/144	0.05742616176657829	0.1579219448580903	0	0	1.993900547916882	5.697082907385298	NIPBL;PLCB4;YTHDC1;DUSP1;PRDM2;SYNJ2;ATP2B1;RUNX1
heme Metabolism	9/200	0.1257502703017361	0.32547128783978757	0	0	1.5954575621266869	3.3081131617192145	ISCA1;SEC14L1;EPB41;RIOK3;RNF19A;FOXJ2;YPEL5;LPIN2;TNRC6B
PI3K/AKT/mTOR  Signaling	5/105	0.18678448173132803	0.4565842886765797	0	0	1.6890734265734266	2.8339271094516296	DDIT3;UBE2D3;DAPP1;RAF1;NFKBIB
TGF-beta Signaling	3/54	0.2039673345952615	0.47234540643113193	0	0	1.9852428776388604	3.1561300394056104	PPP1R15A;UBE2D3;JUNB
Epithelial Mesenchymal Transition	8/200	0.2217650667842699	0.4854821894951375	0	0	1.408245459871119	2.1210101911093298	NT5E;GADD45B;DST;GADD45A;TNFAIP3;AREG;SAT1;SNTB1
Notch Signaling	2/32	0.23554093428859468	0.4854821894951375	0	0	2.248463768115942	3.2509875720315335	FZD5;DTX4
IL-6/JAK/STAT3 Signaling	4/87	0.24274109474756875	0.4854821894951375	0	0	1.626611156668559	2.302890779136468	CXCL10;IL1R2;IRF1;IL17RB
Protein Secretion	4/96	0.30039371377584867	0.5746662350494497	0	0	1.4668032475908643	1.7640674793086022	GOLGA4;DST;RAB14;GLA
Androgen Response	4/100	0.3265436547769176	0.5986633670910155	0	0	1.4053955788248982	1.572906974160867	SLC26A2;MAF;DNAJB9;SAT1
mTORC1 Signaling	7/200	0.35604099341174233	0.6098300080066024	0	0	1.2236160349059177	1.2636397870213423	PPP1R15A;DDIT3;IFRD1;UBE2D3;DAPP1;GLA;NFKBIB
Cholesterol Homeostasis	3/74	0.36035409564026505	0.6098300080066024	0	0	1.4245472837022133	1.4539900149276168	CHKA;ANTXR2;ATF3
Adipogenesis	6/200	0.519210048431546	0.8461200789254822	0	0	1.0415259898532148	0.6826648356069676	PHYH;ARL4A;GADD45A;RIOK3;DNAJB9;TANK
Pperoxisome	3/104	0.5807569728239321	0.9126181001518934	0	0	0.999862007106634	0.5433479123208196	SLC25A19;BCL10;DHRS3
Apical Junction	5/200	0.6879877751919985	0.9972154994666682	0	0	0.8619329388560157	0.3223493090584301	CD86;GRB7;CD274;SRC;TRAF1
E2F Targets	5/200	0.6879877751919985	0.9972154994666682	0	0	0.8619329388560157	0.3223493090584301	PAN2;PNN;ING3;PTTG1;TRA2B
Wnt-beta Catenin Signaling	1/42	0.7079411317669491	0.9972154994666682	0	0	0.8207147696476965	0.2834702328809089	CSNK1E
Reactive Oxygen Species Pathway	1/49	0.7621673775588281	0.9972154994666682	0	0	0.7007740162037037	0.19032257863688745	JUNB
DNA Repair	3/150	0.8113340008796394	0.9972154994666682	0	0	0.6853445210836948	0.14328872876642695	POLR2A;GTF2B;DDB2
G2-M Checkpoint	4/200	0.8324680097684933	0.9972154994666682	0	0	0.6847953841222353	0.12556441346420943	PTTG1;YTHDC1;TRA2B;PRPF4B
Spermatogenesis	2/135	0.9044821581441549	0.9972154994666682	0	0	0.5044785877737823	0.05064596751745151	ARL4A;HSPA4L
Mitotic Spindle	3/199	0.9292596287209174	0.9972154994666682	0	0	0.5127017706037119	0.0376154461955669	DST;EPB41;RANBP9
Myogenesis	3/200	0.9307336068955046	0.9972154994666682	0	0	0.510072693185235	0.036614129454311584	EIF4A2;GADD45B;IFRD1
Oxidative Phosphorylation	3/200	0.9307336068955046	0.9972154994666682	0	0	0.510072693185235	0.036614129454311584	ISCA1;PHYH;ATP6V1E1
KRAS Signaling Dn	3/200	0.9307336068955046	0.9972154994666682	0	0	0.510072693185235	0.036614129454311584	NR4A2;FGF16;CD40LG
Bile Acid Metabolism	1/112	0.9626695093510432	0.9972154994666682	0	0	0.30205205205205204	0.011491604970193022	PHYH
Myc Targets V1	2/200	0.9805162448689635	0.9972154994666682	0	0	0.3377250768555116	0.0066451007464113625	TRA2B;IFRD1
Xenobiotic Metabolism	2/200	0.9805162448689635	0.9972154994666682	0	0	0.3377250768555116	0.0066451007464113625	SLC35D1;LPIN2
Coagulation	1/138	0.982644462236536	0.9972154994666682	0	0	0.24439882400648824	0.004278912783961371	MAFF
Glycolysis	1/200	0.9972154994666682	0.9972154994666682	0	0	0.16771356783919597	4.6764990738298553E-4	NT5E
