Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Adaptive immune system	32/606	3.537016996371446E-7	1.7089376856152565E-5	0	0	2.9728183956509433	44.16065818560931	ITGB1;TRAC;WAS;PIK3CD;KEAP1;PSMB10;CDC42;PSMB4;PSMB2;PSMD3;AP2S1;AP1S1;AKT1;ITGB7;CSK;PRKACA;CTSD;HRAS;CTSA;VASP;DTX3L;TAP2;CYBA;PSMB8;VAV1;PSMB9;TAPBP;PSMC3;PSMC1;PSME2;PTPN6;TRIM37
Ubiquitin-mediated degradation of phosphorylated Cdc25A	10/64	4.1043100372967403E-7	1.883878307119204E-5	0	0	9.55584872471416	140.5288655924499	PSMB4;PSMB2;PSMC3;PSMC1;PSMD3;PSME2;CDC25A;PSMB10;PSMB8;PSMB9
Hemostasis pathway	27/468	5.530038425881716E-7	2.4174167975997216E-5	0	0	3.242191904386064	46.71317961446355	ITGB1;DGKD;SELPLG;WDR1;ATP2A3;ARRB2;GNAI2;SPN;CDC42;CAPZB;CFL1;RAC2;AKT1;FLNA;CSK;PRKACA;HRAS;CAP1;VAV1;DOK2;MAFG;GNB2;PTPN6;CD48;PFN1;TLN1;F2RL3
HIV factor interactions with host	13/128	1.3117313557209853E-6	5.473497202508475E-5	0	0	5.861424606845514	79.38808822274197	NUP210;PSMB10;PSMB8;PSMB9;PSMB4;PSMB2;PSMC3;NUP50;PSMC1;PSMD3;AP2S1;AP1S1;PSME2
Autodegradation of Cdh1 by Cdh1-APC/C	9/58	1.6666976448411882E-6	6.652297556366133E-5	0	0	9.45531686358754	125.7998360796038	PSMB4;PSMB2;PSMC3;PSMC1;PSMD3;PSME2;PSMB10;PSMB8;PSMB9
Platelet activation, signaling and aggregation	16/205	2.7832444081245046E-6	1.064590986107623E-4	0	0	4.408017362440955	56.386887577361094	CAP1;DGKD;WDR1;ARRB2;VAV1;GNAI2;CDC42;GNB2;CFL1;RAC2;AKT1;FLNA;CSK;PFN1;TLN1;F2RL3
Shigellosis	9/62	2.9648844616518758E-6	1.0887055743185688E-4	0	0	8.739920556107249	111.24758637943786	ITGB1;CDC42;ARPC1B;WAS;CSK;ARPC4;ARPC5;PFN1;ACTB
Downstream signaling events Of B cell receptor (BCR)	11/98	3.224632369683444E-6	1.0987868824304207E-4	0	0	6.530560116767013	82.57691870474787	PSMB4;PSMB2;PSMC3;PSMC1;PSMD3;AKT1;PSME2;HRAS;PSMB10;PSMB8;PSMB9
Cell cycle	25/453	3.2317261247953553E-6	1.0987868824304207E-4	0	0	3.0783031221115333	38.91742924250028	PSMB10;HDAC7;SYCE2;PSMB4;CCND3;PSMB2;RAD21;PSMD3;CEP250;E2F2;E2F4;PRKACA;YWHAH;CDKN2D;CDT1;RPA1;PSMB8;CDC25A;PSMB9;CDC25B;GADD45G;CDK6;PSMC3;PSMC1;PSME2
Destabilization of mRNA by AUF1 (hnRNP D0)	9/66	5.05161917092304E-6	1.5990987582439138E-4	0	0	8.124930747922438	99.09004453795505	PSMB4;PSMB2;PSMC3;PSMC1;PSMD3;PSME2;PSMB10;PSMB8;PSMB9
Semaphorin interactions	9/66	5.05161917092304E-6	1.5990987582439138E-4	0	0	8.124930747922438	99.09004453795505	ITGB1;CDC42;SEMA4A;MYL6;SEMA4D;LIMK2;CFL1;RAC2;TLN1
Activation of NF-kappaB in B cells	9/68	6.499405526548228E-6	1.8833574709899866E-4	0	0	7.848706512042819	93.74337960392991	PSMB4;PSMB2;PSMC3;PSMC1;PSMD3;PSME2;PSMB10;PSMB8;PSMB9
mRNA stability regulation by proteins that bind AU-rich elements	10/86	6.563646119677513E-6	1.8833574709899866E-4	0	0	6.7820441605332595	80.9366728825696	PSMB4;PSMB2;PSMC3;PSMC1;PSMD3;AKT1;PSME2;PSMB10;PSMB8;PSMB9
Neurotrophin signaling pathway	12/126	6.565080508897557E-6	1.8833574709899866E-4	0	0	5.443808460142399	64.96502627609988	RPS6KA4;CDC42;ARHGDIA;ARHGDIB;RPS6KA1;AKT1;PIK3CD;CALM3;CSK;IRAK4;HRAS;YWHAH
HIF-1 degradation in normoxia	10/88	8.08344977737702E-6	2.1348089945518814E-4	0	0	6.607469048102294	77.47714579403144	PSMB4;PSMB2;USP20;PSMC3;PSMC1;PSMD3;PSME2;PSMB10;PSMB8;PSMB9
CDC42 signaling events	9/70	8.28865045350793E-6	2.1348089945518814E-4	0	0	7.590595340811044	88.81469742034949	CDC42;ACTR2;ARPC1B;ARHGDIA;LIMK2;CFL1;ARPC4;ARPC5;HRAS
Signaling by the B cell receptor (BCR)	13/151	8.299088590255843E-6	2.1348089945518814E-4	0	0	4.878758094357077	57.07837099782354	PIK3CD;VAV1;PSMB10;PSMB8;PSMB9;PSMB4;PSMB2;PSMC3;PSMC1;PSMD3;AKT1;PSME2;HRAS
PDGFB signaling pathway	12/129	8.371799978634829E-6	2.1348089945518814E-4	0	0	5.3034074678637015	62.000236206185505	CYFIP2;SLC9A3R1;ACTR2;ARHGDIA;ARPC1B;EIF2AK2;PIK3CD;ARPC4;CSK;ARPC5;HRAS;YWHAH
G13 signaling pathway	7/39	8.97059528024588E-6	2.2256774235853292E-4	0	0	11.211796465968586	130.2985487506964	CDC42;ARHGDIB;CFL1;WAS;PIK3CD;CALM3;PFN1
Rac1 cell motility signaling pathway	9/71	9.330918098490474E-6	2.2541533722142778E-4	0	0	7.467784380305603	86.49320157416247	CYFIP2;ACTR2;ARPC1B;ARHGDIA;CFL1;CYBA;ARPC4;ARPC5;VAV1
Mammalian calpain regulation of cell motility	6/27	1.0908888260547796E-5	2.5677844674827893E-4	0	0	14.613950018649758	166.97800887209343	ITGB1;CAPNS1;CAPN2;CAPN1;TLN1;HRAS
Degradation of beta-catenin by the destruction complex	9/73	1.1754676035696803E-5	2.697698150192416E-4	0	0	7.233675986842106	82.11133280300261	PSMB4;PSMB2;PSMC3;PSMC1;PSMD3;PSME2;PSMB10;PSMB8;PSMB9
Pathogenic Escherichia coli infection	8/57	1.3696282322972789E-5	3.066631017680249E-4	0	0	8.382666452407735	93.87233569317881	ITGB1;CDC42;ARPC1B;WAS;ARPC4;ARHGEF2;ARPC5;ACTB
CXCR4 signaling pathway	11/116	1.6560974658185425E-5	3.619755889574815E-4	0	0	5.4060468631897205	59.51225905561967	ITGB1;CDC42;CFL1;AKT1;PIK3CD;CSK;PTPN6;ARRB2;HRAS;VAV1;GNAI2
Cell cycle checkpoints	11/117	1.7965880449482047E-5	3.835506570377795E-4	0	0	5.354771887790756	58.51178588282068	PSMB4;PSMB2;PSMC3;PSMC1;PSMD3;RPA1;PSME2;CDC25A;PSMB10;PSMB8;PSMB9
EGF/EGFR signaling pathway	12/141	2.069023451975242E-5	4.316735292984709E-4	0	0	4.8071062858552835	51.84872123470207	MAP4K1;CDC42;NDUFA13;DOK2;LIMK2;CFL1;RPS6KA1;AP2S1;AKT1;CSK;EPN1;VAV1
Axon guidance	19/325	2.242146582267406E-5	4.573979027825508E-4	0	0	3.2396661367249604	34.68221913937721	VASP;CAP1;ITGB1;SEMA4A;SEMA4D;LIMK2;AGAP2;GNAI2;RPS6KA4;CDC42;MYL6;PPP3CC;RPS6KA1;CFL1;RAC2;AP2S1;PFN1;TLN1;HRAS
RhoA activity regulation	7/46	2.7770148854749104E-5	5.541955793186886E-4	0	0	9.196133709222714	96.48168646803286	ARHGAP9;ARHGDIA;ARHGDIB;ARHGEF2;DEF6;VAV1;ARHGAP4
APC/C-mediated degradation of cell cycle proteins	9/82	3.0427041449672178E-5	5.942983840595544E-4	0	0	6.338932948810382	65.9260362182541	PSMB4;PSMB2;PSMC3;PSMC1;PSMD3;PSME2;PSMB10;PSMB8;PSMB9
HIV infection	14/200	3.9322810722909135E-5	7.520487550756372E-4	0	0	3.8989247311827957	39.54954533909255	NUP210;PSMB8;PSMB10;PSMB9;PSMB4;PSMB2;PSMC3;PSMC1;NUP50;PSMD3;AP2S1;AP1S1;PSME2;NELFCD
T cell receptor regulation of apoptosis	27/603	5.6023713636845034E-5	0.0010495871248698723	0	0	2.464822168508287	24.129957081918764	FKBP2;NDUFB7;EI24;TONSL;BZW1;GNAI2;PYCARD;SPN;CDC42;CCND3;ARHGDIB;RAC2;FLNA;E2F4;HRAS;CDKN2D;MAP4K1;ST14;SEMA4D;PSMB8;PSMB9;PSME2;NUCB1;CD2BP2;LCP1;PTPN7;PTMA
Carbohydrate metabolism	15/235	6.082888509116469E-5	0.0011095126559231812	0	0	3.535063198833252	34.31643439543437	PYGB;NUP210;CHPF;MDH2;B3GAT3;HEXB;GOT2;TALDO1;HK1;CHSY1;NUP50;PRKACA;B4GALT7;ARSB;B4GALT5
Salmonella infection	4/12	6.163959199573229E-5	0.0011095126559231812	0	0	25.45844155844156	246.79938114995804	CDC42;ACTR2;ARPC1B;ARPC4
Bacterial invasion of epithelial cells	8/71	6.960109936033382E-5	0.0012287271002458932	0	0	6.515185601799775	62.36811393860322	ITGB1;CDC42;ARPC1B;WAS;PIK3CD;ARPC4;ARPC5;ACTB
Leukocyte transendothelial migration	10/117	9.702656665449362E-5	0.0016805733620533045	0	0	4.809508544374029	44.44238747181551	VASP;ITGB1;CDC42;RAC2;PIK3CD;CYBA;THY1;ACTB;VAV1;GNAI2
Insulin signaling pathway	16/277	1.1353038233478255E-4	0.0019179659315515494	0	0	3.1801793473236573	28.886968516749246	CAP1;MAP4K1;PYGB;PIK3CD;PPP1CA;HK1;RPS6KA4;MYO1C;RPS6KA1;RAC2;FLOT1;AKT1;FLOT2;CALM3;PRKACA;HRAS
Mitochondrial pathway of apoptosis: BH3-only Bcl-2 family	9/97	1.1491081289252202E-4	0.0019179659315515494	0	0	5.254395933014354	47.66448698612515	CTSA;CAPNS1;CTSZ;CAPN2;AKT1;CAPN1;PRKACA;CTSD;PPP1CA
Antigen presentation: folding, assembly, and peptide loading of class I MHC proteins	15/255	1.513039971900835E-4	0.0024355641330635483	0	0	3.2371323529411766	28.474526787069088	DTX3L;TAP2;KEAP1;CYBA;PSMB8;PSMB10;PSMB9;TAPBP;PSMB4;PSMB2;PSMC3;PSMC1;PSMD3;PSME2;TRIM37
MAPK signaling pathway	17/314	1.5305379897340732E-4	0.0024355641330635483	0	0	2.971814923427827	26.10656517724898	MAP4K1;DAXX;DUSP2;ARRB2;GADD45G;DUSP7;CDC25B;RPS6KA4;CDC42;PPP3CC;RPS6KA1;RAC2;AKT1;FLNA;PTPN7;PRKACA;HRAS
Cell cycle: G2/M checkpoint	5/27	1.5388095829813267E-4	0.0024355641330635483	0	0	11.593868371212121	101.78641092912223	CDKN2D;RPS6KA1;CDC25A;YWHAH;CDC25B
Mu-calpain pathway	4/15	1.6228556258793917E-4	0.0025250533297581043	0	0	18.512396694214875	161.5420067371224	ITGB1;CAPNS1;CAPN1;TLN1
PI3K subunit p85 role in regulation of actin organization and cell migration	4/16	2.1307108274629772E-4	0.0032462385770975805	0	0	16.96883116883117	143.4525426381887	CDC42;ACTR2;ARPC1B;ARPC4
DNA replication	13/207	2.1864964646883133E-4	0.0032462385770975805	0	0	3.4604765299407765	29.165034256932433	CDT1;RPA1;PSMB8;PSMB10;PSMB9;PSMB4;PSMB2;PSMC3;RAD21;PSMC1;PSMD3;PSME2;E2F2
Sema4D in semaphorin signaling	5/29	2.1924487122009802E-4	0.0032462385770975805	0	0	10.626627604166666	89.53275210637273	CDC42;MYL6;SEMA4D;LIMK2;RAC2
Developmental biology	20/420	2.3228212559334114E-4	0.003384682401502971	0	0	2.6031165311653117	21.78172820778499	ITGB1;VASP;CAP1;SEMA4A;SEMA4D;LIMK2;AGAP2;CDC42;RPS6KA4;MYL6;CCND3;RXRA;CFL1;RPS6KA1;AP2S1;RAC2;AKT1;PFN1;TLN1;HRAS
Antigen-activated B-cell receptor generation of second messengers	13/211	2.6353639092404154E-4	0.003780100107316721	0	0	3.3898694390715667	27.93699573284524	MAP4K1;PIK3CD;VAV1;CDC42;PPP3CC;RPS6KA1;SH3BP2;RAC2;AKT1;CALM3;CSK;PTPN6;HRAS
Chondroitin sulfate/dermatan sulfate metabolism	6/48	3.205671423959046E-4	0.004527394411068314	0	0	7.299142111152555	58.72465524441986	CHPF;CHSY1;B3GAT3;HEXB;B4GALT7;ARSB
Chemokine signaling pathway	12/189	3.4305316524720086E-4	0.004771557662074702	0	0	3.4948523130872635	27.880621610875814	CDC42;GNB2;RAC2;WAS;AKT1;PIK3CD;CSK;ARRB2;PRKACA;HRAS;VAV1;GNAI2
T cell receptor signaling pathway	10/139	3.97542457634019E-4	0.005446925016537752	0	0	3.984782475302203	31.201678875588208	CDC42;PPP3CC;AKT1;PIK3CD;CALM3;PTPN6;PTPN7;HRAS;VAV1;ARHGAP4
Lysosome	9/121	6.04273998090854E-4	0.008139408131876885	0	0	4.123378759398496	30.560350850765012	CTSA;ABCA2;HEXB;CTSZ;LAPTM5;AP1S1;MAN2B1;CTSD;ARSB
Non-small cell lung cancer	6/54	6.117855785397659E-4	0.008139408131876885	0	0	6.384791122715405	47.241891231327706	RXRA;CDK6;PIK3CD;AKT1;E2F2;HRAS
Prolactin activation of MAPK signaling	7/75	6.356959735839053E-4	0.008336698625000357	0	0	5.266438250692947	38.76514673741537	ITGB1;AGAP2;AKT1;FLNA;CTSD;HRAS;VAV1
Y branching of actin filaments	4/21	6.487997793380432E-4	0.008388707006089065	0	0	11.974942704354469	87.9007065111927	CDC42;ACTR2;ARPC1B;ARPC4
T cell receptor signaling in naive CD8+ T cells	6/55	6.756034573109369E-4	0.00855700998991088	0	0	6.254169552938669	45.65483893505608	PRF1;AKT1;CSK;PTPN6;HRAS;VAV1
Rho GTPase cycle	9/123	6.804594000691658E-4	0.00855700998991088	0	0	4.050623268698061	29.540152056295607	ARHGAP9;CDC42;ARHGAP30;ARHGDIA;ARHGDIB;RAC2;ARHGEF2;VAV1;ARHGAP4
Glycosaminoglycan biosynthesis: chondroitin sulfate	4/22	7.808947862535275E-4	0.00944961644646121	0	0	11.309090909090909	80.91733860524758	CHPF;CHSY1;B3GAT3;B4GALT7
Activation of Src by protein tyrosine phosphatase alpha	3/10	7.914637600456881E-4	0.00944961644646121	0	0	21.766099185788306	155.44535000931162	CSK;CDC25A;CDC25B
Cdc25 and Chk1 regulatory pathway in response to DNA damage	3/10	7.914637600456881E-4	0.00944961644646121	0	0	21.766099185788306	155.44535000931162	CDC25A;CDC25B;YWHAH
Cyclin D-associated events in G1	5/38	8.029085869542203E-4	0.00944961644646121	0	0	7.724905303030303	55.057483423690876	CDKN2D;CCND3;CDK6;E2F2;E2F4
RAC1 activity regulation	5/38	8.029085869542203E-4	0.00944961644646121	0	0	7.724905303030303	55.057483423690876	ARHGAP9;ARHGDIA;ARHGEF2;DEF6;VAV1
BAD phosphorylation mediated by IGF1R signaling	4/23	9.308994824119246E-4	0.01042153322992862	0	0	10.713328776486671	74.7721703357122	RPS6KA1;AKT1;HRAS;YWHAH
Collagen binding in corneal epithelia mediated by Erk and PI-3 Kinase	4/23	9.308994824119246E-4	0.01042153322992862	0	0	10.713328776486671	74.7721703357122	ITGB1;PFN1;TLN1;HRAS
Cyclins and cell cycle regulation	4/23	9.308994824119246E-4	0.01042153322992862	0	0	10.713328776486671	74.7721703357122	CDKN2D;CCND3;CDK6;CDC25A
Rho cell motility signaling pathway	4/23	9.308994824119246E-4	0.01042153322992862	0	0	10.713328776486671	74.7721703357122	CFL1;PFN1;TLN1;ARHGAP4
TGF-beta signaling pathway	11/185	0.001031045740042497	0.011403614329626655	0	0	3.250729793833242	22.355859482938243	ITGB1;MAP4K1;CDC42;DAXX;LIMK2;AKT1;ARRB2;E2F4;HRAS;PML;PPP1CA
Natural killer cell receptor signaling pathway	6/60	0.001075579478435349	0.011754547157186313	0	0	5.673629242819843	38.7786641885054	RAC2;AKT1;TSPO;PTPN6;HRAS;VAV1
Proteasome complex	4/24	0.0011000804901900643	0.011880869294052696	0	0	10.177142857142858	69.33048231696245	PSMB4;RPN2;PSMB2;PSMD3
DARPP-32 events	4/25	0.0012897039249061403	0.01376683957050973	0	0	9.692022263450834	64.48434463006653	PPP3CC;CALM3;PRKACA;PPP1CA
PI3K class IB pathway in neutrophils	5/43	0.0014222704469148714	0.014966191867105086	0	0	6.706757127192983	43.966151565040725	RAC2;AKT1;PRKACA;HRAS;VAV1
Progesterone-mediated oocyte maturation	7/86	0.0014346676299621434	0.014966191867105086	0	0	4.530585194512559	29.66093515662288	RPS6KA1;PIK3CD;AKT1;PRKACA;CDC25A;CDC25B;GNAI2
Natural killer cell-mediated cytotoxicity	9/137	0.001461852349221313	0.015078432096462532	0	0	3.604995888157895	23.533596706546266	PPP3CC;SH3BP2;PRF1;RAC2;PIK3CD;CD48;PTPN6;HRAS;VAV1
Ras signaling pathway	4/26	0.0015010320672530475	0.015227061150994764	0	0	9.251003541912633	60.14634648482483	CDC42;AKT1;HRAS;VAV1
MAPK cascade role in angiogenesis	6/64	0.00150943634503325	0.015227061150994764	0	0	5.281264067705051	34.30719161838616	CDC42;SEMA4A;DOK2;WAS;PIK3CD;AKT1
ERBB2/ERBB3 signaling events	5/44	0.0015793753729382374	0.015759419482144585	0	0	6.534455128205129	42.15197856995579	CDC42;PIK3CD;AKT1;PRKACA;HRAS
Glioma	6/65	0.0016361716528706064	0.016123617186707146	0	0	5.191485595433022	33.3054365668103	CDK6;PIK3CD;AKT1;E2F2;CALM3;HRAS
Disease	25/674	0.0016510021955887491	0.016123617186707146	0	0	2.006679760917049	12.855538606926196	ACTB;PSMB10;CDC42;PSMB4;PSMB2;PSMD3;AP2S1;AP1S1;AKT1;CSK;NELFCD;PRKACA;HRAS;NUP210;EIF2AK2;RAB27A;CYBA;PSMB8;EPN1;PSMB9;PSMC3;PSMC1;NUP50;PSME2;TLN1
Interleukin-3, interleukin-5, and GM-CSF signaling	5/45	0.0017488655093237122	0.016723526432907997	0	0	6.370768229166667	40.4466567672604	IL2RB;PIK3CD;PTPN6;HRAS;VAV1
RhoA signaling pathway	5/45	0.0017488655093237122	0.016723526432907997	0	0	6.370768229166667	40.4466567672604	ITGB1;CDC42;LIMK2;CFL1;TLN1
Alzheimer's disease	10/169	0.0017864047611654596	0.016906387327318473	0	0	3.2279583810424652	20.425068674419744	PPP3CC;NDUFB7;CAPN2;ATP2A3;CALM3;CAPN1;ATP5H;ATP5G3;SDHB;COX5A
Fas signaling pathway	8/115	0.0018482495296941988	0.01731319457407423	0	0	3.8274094242892533	24.087863552559952	DAXX;AKT1;PIK3CD;PTPN6;BAK1;ACTB;MYD88;PLEC
G1 to S cell cycle control	6/67	0.0019137276672360787	0.017729440595287433	0	0	5.020759320292771	31.42343780873925	CDKN2D;CCND3;CDK6;E2F2;E2F4;CDC25A
Alpha-6 beta-1 and alpha-6 beta-4 integrin signaling	5/46	0.0019313116116870842	0.017729440595287433	0	0	6.215066056910569	38.84140284016569	ITGB1;RXRA;AKT1;HRAS;YWHAH
Interleukin receptor SHC signaling	4/28	0.0019938139871240263	0.018006042620142524	0	0	8.47922077922078	52.72130105017516	IL2RB;PIK3CD;PTPN6;HRAS
Endocytosis	11/201	0.0020006714022380583	0.018006042620142524	0	0	2.9745335561125037	18.484561940172338	CDC42;IL2RB;AGAP2;AP2S1;MVB12A;SNF8;ARRB2;VPS36;HRAS;EPN1;PML
NFAT involvement in hypertrophy of the heart	6/69	0.002225514876304777	0.01983517142182316	0	0	4.860872808653488	29.689078459236402	PPP3CC;ATP2A3;AKT1;CALM3;HRAS;YWHAH
S1P/S1P4 pathway	3/14	0.002265829659602083	0.0199140097528038	0	0	13.848327837965144	84.33374478083667	CDC42;S1PR4;GNAI2
Skeletal myogenesis control by HDAC and calcium/calmodulin-dependent kinase (CaMK)	4/29	0.0022777462135559904	0.0199140097528038	0	0	8.139636363636363	49.5261776872657	PPP3CC;AKT1;CALM3;YWHAH
Long-term potentiation	6/70	0.002395052361022589	0.020359586680842427	0	0	4.784676892950392	28.8724158975774	PPP3CC;RPS6KA1;CALM3;PRKACA;HRAS;PPP1CA
Pancreatic cancer	6/70	0.002395052361022589	0.020359586680842427	0	0	4.784676892950392	28.8724158975774	CDC42;CDK6;RAC2;PIK3CD;AKT1;E2F2
Cell surface interactions at the vascular wall	7/94	0.0023952454918638147	0.020359586680842427	0	0	4.112294638021304	24.814694321214937	ITGB1;SPN;DOK2;SELPLG;CD48;PTPN6;HRAS
Inactivation of GSK3 by Akt causes accumulation of beta-catenin in alveolar macrophages	4/30	0.0025883348358738405	0.021492917456499023	0	0	7.826173826173826	46.61848682945803	AKT1;EIF2AK2;KREMEN2;MYD88
Interleukin-2/STAT5 pathway	4/30	0.0025883348358738405	0.021492917456499023	0	0	7.826173826173826	46.61848682945803	CCND3;CDK6;IL2RB;PRF1
Calcium regulation in the cardiac cell	9/149	0.0025988168166355026	0.021492917456499023	0	0	3.2939661654135337	19.607989125425593	RGS19;GNB2;ATP2A3;ANXA6;CALM3;ARRB2;PRKACA;YWHAH;GNAI2
Costimulation by the CD28 family	6/72	0.002763056681426827	0.02264719672812346	0	0	4.639211962971754	27.331535559924163	CDC42;TRAC;AKT1;CSK;PTPN6;VAV1
Signaling by Robo receptor	4/32	0.003294263813990366	0.025908966862949197	0	0	7.266419294990723	41.53174674050259	CDC42;CAP1;VASP;PFN1
Interleukin-2 receptor beta chain in T cell activation	5/52	0.0033304053003561213	0.025908966862949197	0	0	5.419991134751773	30.919213513291357	CCND3;IL2RB;AKT1;PTPN6;HRAS
Signaling events mediated by stem cell factor receptor (c-Kit)	5/52	0.0033304053003561213	0.025908966862949197	0	0	5.419991134751773	30.919213513291357	MAP4K1;AKT1;PTPN6;HRAS;VAV1
Myometrial relaxation and contraction pathways	9/155	0.0033841209067225855	0.025908966862949197	0	0	3.157624369142033	17.962654945377874	CNN2;RGS19;GNB2;ATP2A3;CALM3;ARRB2;PRKACA;ACTB;YWHAH
