Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
PI3K/AKT/mTOR  Signaling	10/105	7.688770559711036E-4	0.00342499779478037	0	0	3.67490024700741	26.351164289156202	MAP2K3;ACTR3;ARF1;CLTC;MKNK2;SLA;GRB2;PTPN11;CALR;IL2RG
Protein Secretion	9/96	0.0015563791720847276	0.006313760266690649	0	0	3.6065237651444546	23.317594223387786	ARF1;SNX2;CAV2;CLTC;ICA1;M6PR;CLTA;SEC22B;SEC24D
Estrogen Response Late	14/200	0.0016750792544281312	0.006313760266690649	0	0	2.6344086021505375	16.83886264186296	FARP1;ABHD2;ITPK1;ATP2B4;LSR;COX6C;BATF;SLC2A8;ISG20;ID2;PERP;BAG1;FLNB;CD44
Coagulation	11/138	0.0018600477739193458	0.0065101672087177105	0	0	3.0242912673890445	19.014182237282338	ANXA1;CSRP1;HPN;PLEK;S100A13;FYN;MMP9;SIRT2;F2RL2;DUSP14;CTSB
mTORC1 Signaling	13/200	0.004555198684886234	0.0148803157039617	0	0	2.4286130225064784	13.093833426337055	MAP2K3;ACTR3;RAB1A;TXNRD1;FGL2;M6PR;SLA;ATP2A2;GLRX;NFIL3;BHLHE40;SSR1;CALR
UV Response Up	11/158	0.005270546118784363	0.01614104748877711	0	0	2.61011674109065	13.691683956747546	LYN;PPP1R2;CDKN2B;SLC6A8;EPCAM;CASP3;TMBIM6;HSPA2;HSPA13;ICAM1;GRINA
Interferon Alpha Response	8/97	0.006122378322693506	0.017646855165410695	0	0	3.127798884487915	15.938652078349989	ISG20;OGFR;PLSCR1;CSF1;UBA7;CCRL2;TRAFD1;B2M
UV Response Dn	10/144	0.007759689896965726	0.021123600275073366	0	0	2.60008621154157	12.633332444774418	ATXN1;ZMIZ1;ANXA4;BHLHE40;FHL2;ICA1;ATP2B4;AGGF1;FYN;LAMC1
Androgen Response	7/100	0.02304843473051027	0.05944070009447385	0	0	2.613868458137874	9.854695560824283	ZMIZ1;ABHD2;PTK2B;SEC24D;B2M;ELL2;MYL12A
Hypoxia	11/200	0.026847999146740038	0.05979781628137553	0	0	2.025670465091803	7.3279925108351955	PLAC8;ISG20;LXN;NFIL3;BHLHE40;HDLBP;MYH9;PLIN2;S100A4;GLRX;CHST2
Myogenesis	11/200	0.026847999146740038	0.05979781628137553	0	0	2.025670465091803	7.3279925108351955	SYNGR2;SLC6A8;NOTCH1;TGFB1;DAPK2;BAG1;BHLHE40;PSEN2;MYH9;SIRT2;PDLIM7
Epithelial Mesenchymal Transition	11/200	0.026847999146740038	0.05979781628137553	0	0	2.025670465091803	7.3279925108351955	GLIPR1;LGALS1;SLC6A8;COL16A1;TGFB1;WIPF1;ID2;APLP1;LAMC1;NID2;CD44
Wnt-beta Catenin Signaling	4/42	0.030081316226194792	0.06408628239493673	0	0	3.6462406015037594	12.775883862915718	NCSTN;ADAM17;NOTCH1;PSEN2
Reactive Oxygen Species Pathway	4/49	0.048915107751057584	0.09986834499174256	0	0	3.0779365079365077	9.28819351703167	SBNO2;SRXN1;TXNRD1;GLRX
Estrogen Response Early	10/200	0.05771837826947213	0.10877694366169748	0	0	1.8284248527455824	5.21499614189246	FARP1;ABHD2;ITPK1;BAG1;BHLHE40;ENDOD1;FHL2;UNC119;FLNB;CD44
KRAS Signaling Up	10/200	0.05771837826947213	0.10877694366169748	0	0	1.8284248527455824	5.21499614189246	ADAM17;GALNT3;ID2;ADAM8;GLRX;PDCD1LG2;PRDM1;TNFRSF1B;IL2RG;MMP9
Apical Junction	9/200	0.11376596009332937	0.1990904301633264	0	0	1.6339323616810528	3.551534861876837	COL16A1;INPPL1;DHX16;MYH9;GTF2F1;MMP9;ICAM1;MYL12B;ARHGEF6
heme Metabolism	9/200	0.11376596009332937	0.1990904301633264	0	0	1.6339323616810528	3.551534861876837	MAP2K3;SLC6A8;ENDOD1;ADIPOR1;ELL2;OPTN;CDR2;CTSB;AGPAT4
Apical Surface	3/44	0.12683103680512883	0.2143007173603901	0	0	2.529672622929438	5.223519727101083	LYN;GATA3;IL2RG
Cholesterol Homeostasis	4/74	0.1560533644499586	0.2548871619349324	0	0	1.9761224489795919	3.670760582822002	LGALS3;PLSCR1;NFIL3;S100A11
Oxidative Phosphorylation	8/200	0.20470320939556885	0.3235631374317056	0	0	1.4421462829736211	2.2875239367905262	COX8A;CPT1A;CASP7;OGDH;BAX;TCIRG1;SLC25A20;COX6C
Unfolded Protein Response	5/113	0.21448367237036245	0.3284281233171175	0	0	1.6007420658583449	2.4643770872591566	SSR1;HYOU1;CALR;PDIA6;ATF6
Notch Signaling	2/32	0.227815530900848	0.33827154588307734	0	0	2.3020166073546857	3.405186824774606	NOTCH1;PSEN2
DNA Repair	6/150	0.24943564628806875	0.35948078435633435	0	0	1.4405615292712066	2.0002979458878603	SNAPC5;SEC61A1;DAD1;ELOA;HCLS1;GTF2F1
Hedgehog Signaling	2/36	0.2698833805694024	0.37783673279716334	0	0	2.030772451329286	2.659835364302405	CRMP1;MYH9
Pancreas Beta Cells	2/40	0.311896211987045	0.42452539964903346	0	0	1.8166323281513392	2.116530713447858	VDR;SRP14
TGF-beta Signaling	2/54	0.4524825053600102	0.5939574007279255	0	0	1.3265808924171913	1.0519868443348444	TGFB1;ID2
Fatty Acid Metabolism	5/158	0.4610145443036379	0.5939574007279255	0	0	1.1273048277152244	0.872901085198815	CPT1A;GABARAPL1;LGALS1;ACADL;S100A10
Xenobiotic Metabolism	6/200	0.4969847638743866	0.5939574007279255	0	0	1.066511473229132	0.7457004595633152	GABARAPL1;IL1R1;SLC35B1;ID2;ATP2A2;TMBIM6
Glycolysis	6/200	0.4969847638743866	0.5939574007279255	0	0	1.066511473229132	0.7457004595633152	ISG20;HDLBP;GLRX;CENPA;CHST2;CD44
KRAS Signaling Dn	6/200	0.4969847638743866	0.5939574007279255	0	0	1.066511473229132	0.7457004595633152	TG;IFNG;CD80;CCR8;PDCD1;CHST2
Angiogenesis	1/36	0.6432435993954148	0.7504508659613173	0	0	0.9845724435422482	0.43442465011455533	S100A4
Adipogenesis	5/200	0.6686194752722258	0.7619152160078851	0	0	0.8825741938443191	0.3552715721920348	COX8A;PPP1R15B;ACADL;APLP2;PLIN2
Spermatogenesis	3/135	0.7373625955278339	0.8211537995650877	0	0	0.7820450494247285	0.23826998152987533	HSPA2;AGFG1;IL12RB2
Pperoxisome	2/104	0.7956627877347805	0.8634595025261461	0	0	0.6745516712022888	0.15418889715222117	ATXN1;MVP
G2-M Checkpoint	4/200	0.8190578281730542	0.8634595025261461	0	0	0.7011661807580175	0.13995318291285577	TGFB1;BCL3;HIF1A;CENPA
Bile Acid Metabolism	2/112	0.8282162575250789	0.8634595025261461	0	0	0.6252345519249434	0.11784481989669708	ATXN1;OPTN
E2F Targets	1/200	0.9968150135311737	0.9968150135311737	0	0	0.17170220552139026	5.477419403571964E-4	CDKN2A
Myc Targets V1	1/200	0.9968150135311737	0.9968150135311737	0	0	0.17170220552139026	5.477419403571964E-4	MRPL9
